,acc,mcc,Recall,Precision,strain,closest_strain,distance,ith
249,0.7603719599427754,0.36600157027786284,0.41379310344827586,0.6339622641509434,PAg2,EL,0.08578902,2.0
250,0.7241379310344828,0.2850599844791545,0.4094292803970223,0.5305466237942122,PAg2,BI,0.11328031,3.0
251,0.7088150289017341,0.22097429639415164,0.3266832917705736,0.4962121212121212,PAg2,PAl,0.11392239,4.0
252,0.7409024745269287,0.29656634470948445,0.3468354430379747,0.5829787234042553,PAg2,CF,0.12041986,5.0
253,0.6423841059602649,0.16054360105325513,0.43828715365239296,0.39816933638443935,PAg2,EC,0.1263473,6.0
254,0.7353154459753445,0.3151896417486765,0.42643391521197005,0.5588235294117647,PAg2,LA,0.12987381,7.0
255,0.706355003652301,0.24443577738635486,0.3994910941475827,0.48606811145510836,PAg2,RP1,0.13198585,8.0
256,0.725854383358098,0.2849282101030586,0.40568475452196384,0.5304054054054054,PAg2,KA,0.13260597,9.0
257,0.7067164179104478,0.21622774994931063,0.319693094629156,0.49603174603174605,PAg2,RP2,0.13511133,10.0
258,0.7126099706744868,0.2919135107892777,0.4859335038363171,0.49868766404199477,PAg2,SF1,0.2018746,11.0
259,0.7097242380261248,0.2735877342072297,0.44862155388471175,0.4986072423398329,PAg2,EA,0.20820978,12.0
260,0.7017167381974249,0.1995129813694745,0.3111111111111111,0.4772727272727273,PAg2,PAr,0.54429032,13.0
261,0.6797957695113056,0.17316410161601742,0.3468354430379747,0.4308176100628931,PAg2,PR1,0.56116974,14.0
262,0.7033595425303788,0.2350748511944005,0.3851851851851852,0.484472049689441,PAg2,PR2,0.57021691,15.0
263,0.6721189591078067,0.15052085611630453,0.3333333333333333,0.40894568690095845,PAg2,PH,0.57916999,16.0
264,0.6642441860465116,0.18582291184083816,0.42355889724310775,0.42144638403990026,PAg2,PP,0.59348925,17.0
265,0.6949030868628858,0.20689909478851018,0.3625,0.4603174603174603,PAg2,PK,0.60622303,18.0
266,0.8008784773060029,0.47243690667773036,0.7213740458015268,0.48711340206185566,PAg1,PAg2,0.03478945,0.0
267,0.8685831622176592,0.5774474037059392,0.6776556776556777,0.6401384083044983,PAg1,PAg3,0.05981588,1.0
268,0.8292517006802721,0.4471995978619989,0.5615942028985508,0.543859649122807,PAg1,EL,0.08079407,2.0
269,0.8117241379310345,0.39210653955012725,0.5241635687732342,0.493006993006993,PAg1,PAl,0.08981146,3.0
270,0.7938356164383562,0.3768612860102283,0.5567765567765568,0.4578313253012048,PAg1,BI,0.10828536,4.0
271,0.8092926490984743,0.3671534271051629,0.4777777777777778,0.49049429657794674,PAg1,CF,0.11542491,5.0
272,0.6760168302945302,0.16490616236371355,0.4721189591078067,0.2841163310961969,PAg1,EC,0.12135235,6.0
273,0.8154269972451791,0.4527595980601256,0.6336996336996337,0.5073313782991202,PAg1,LA,0.12487886,7.0
274,0.7768537768537769,0.3395948180017192,0.5430711610486891,0.42028985507246375,PAg1,RP1,0.1269909,8.0
275,0.7918745545260156,0.3706186286720974,0.555984555984556,0.4485981308411215,PAg1,KA,0.12761102,9.0
276,0.8024164889836531,0.3682909116462227,0.4944649446494465,0.48727272727272725,PAg1,RP2,0.13011638,10.0
277,0.7211740041928721,0.24683591147551373,0.516728624535316,0.34068627450980393,PAg1,SF1,0.19687965,11.0
278,0.746879334257975,0.2955286538528574,0.5427509293680297,0.37628865979381443,PAg1,EA,0.20321483,12.0
279,0.7486376021798365,0.17329109628844935,0.32608695652173914,0.32967032967032966,PAg1,PAr,0.53929537,13.0
280,0.7204450625869263,0.16349769972070521,0.3763837638376384,0.3044776119402985,PAg1,PR1,0.55617479,14.0
281,0.7314751869476547,0.18744347972900363,0.391304347826087,0.32238805970149254,PAg1,PR2,0.56522196,15.0
282,0.7283687943262411,0.19957257705665035,0.41729323308270677,0.3274336283185841,PAg1,PH,0.57417504,16.0
283,0.6759195003469812,0.13281408064177452,0.4216417910447761,0.26588235294117646,PAg1,PP,0.5884943,17.0
284,0.7469135802469136,0.23621554474717033,0.4358974358974359,0.3562874251497006,PAg1,PK,0.60122808,18.0
285,0.7778541953232462,0.2888267330177978,0.41522491349480967,0.43795620437956206,PAl,PAg3,0.0808708,0.0
286,0.8131034482758621,0.3935693235742402,0.4878048780487805,0.5303030303030303,PAl,PAg1,0.08981146,1.0
287,0.7098901098901099,0.2209505261216794,0.48,0.34285714285714286,PAl,PAg2,0.11392239,2.0
288,0.8191780821917808,0.4184352916025446,0.5209790209790209,0.5398550724637681,PAl,EL,0.15992701,3.0
289,0.7611530542210021,0.27888362831106683,0.46099290780141844,0.3987730061349693,PAl,BI,0.1874183,4.0
290,0.7976273551988835,0.33421394108942715,0.4295774647887324,0.488,PAl,CF,0.19455785,5.0
291,0.6534372785258682,0.10799261973704422,0.41605839416058393,0.25733634311512416,PAl,EC,0.20048529,6.0
292,0.7824585635359116,0.35743006633387125,0.5368421052631579,0.45535714285714285,PAl,LA,0.2040118,7.0
293,0.7752965806001396,0.3443554548798592,0.5415162454873647,0.43478260869565216,PAl,RP1,0.20612384,8.0
294,0.7627606038820992,0.2988163344752923,0.4785714285714286,0.42138364779874216,PAl,KA,0.20674396,9.0
295,0.7941386704789135,0.342815387024375,0.47058823529411764,0.47058823529411764,PAl,RP2,0.20924932,10.0
296,0.6985915492957746,0.18891836994422775,0.4584837545126354,0.3135802469135803,PAl,SF1,0.27601259,11.0
297,0.7152777777777778,0.2027368686668046,0.4432624113475177,0.3306878306878307,PAl,EA,0.28234777,12.0
298,0.7407407407407407,0.1669734798070933,0.3205574912891986,0.33454545454545453,PAl,PAr,0.61842831,13.0
299,0.7276536312849162,0.19379232016382159,0.3957597173144876,0.338368580060423,PAl,PR1,0.63530773,14.0
300,0.704312114989733,0.1084846201965371,0.3146853146853147,0.27607361963190186,PAl,PR2,0.6443549,15.0
301,0.6963649322879544,0.10837186720645807,0.32971014492753625,0.2740963855421687,PAl,PH,0.65330798,16.0
302,0.6475924633635729,0.057329672439030886,0.34275618374558303,0.23317307692307693,PAl,PP,0.66762724,17.0
303,0.7195037904893177,0.1684338837459772,0.3741258741258741,0.3194029850746269,PAl,PK,0.68036102,18.0
304,0.8689419795221843,0.5778385095099456,0.6379310344827587,0.6801470588235294,PAg3,PAg1,0.05981588,0.0
305,0.7764060356652949,0.28534889343258757,0.4195804195804196,0.42857142857142855,PAg3,PAl,0.0808708,1.0
306,0.8043636363636364,0.49207629090805327,0.7338129496402878,0.5112781954887218,PAg3,PAg2,0.08392681,2.0
307,0.8297297297297297,0.4554530434414462,0.5532646048109966,0.568904593639576,PAg3,EL,0.12993143,3.0
308,0.7950987066031314,0.38788862025913956,0.5555555555555556,0.4804804804804805,PAg3,BI,0.15742272,4.0
309,0.8042729152308753,0.3652175553839326,0.46853146853146854,0.5037593984962406,PAg3,CF,0.16456227,5.0
310,0.6657342657342658,0.13629341300264727,0.43617021276595747,0.27828054298642535,PAg3,EC,0.17048971,6.0
311,0.8056125941136209,0.430323145741682,0.6020761245674741,0.5072886297376094,PAg3,LA,0.17401622,7.0
312,0.7629221226740179,0.31954415006260317,0.5263157894736842,0.4178272980501393,PAg3,RP1,0.17612826,8.0
313,0.7870370370370371,0.3663509794803667,0.5379061371841155,0.465625,PAg3,KA,0.17674838,9.0
314,0.8015591778880227,0.3660126750356274,0.48201438848920863,0.4962962962962963,PAg3,RP2,0.17925374,10.0
315,0.7182705718270572,0.24606877231988875,0.5106382978723404,0.35121951219512193,PAg3,SF1,0.24601701,11.0
316,0.78842177808408,0.42261665464849585,0.6480836236933798,0.4744897959183674,PAg3,EA,0.25235219,12.0
317,0.7618403247631935,0.23508985471819033,0.3745704467353952,0.3906810035842294,PAg3,PAr,0.58843273,13.0
318,0.7278393351800554,0.1944629623452539,0.397887323943662,0.3373134328358209,PAg3,PR1,0.60531215,14.0
319,0.7481431465226198,0.25283555632735916,0.44368600682593856,0.38235294117647056,PAg3,PR2,0.61435932,15.0
320,0.7323446327683616,0.21404182589765494,0.4280442804428044,0.3411764705882353,PAg3,PH,0.6233124,16.0
321,0.6864231564438319,0.17300204239184774,0.45614035087719296,0.3023255813953488,PAg3,PP,0.63763166,17.0
322,0.739100817438692,0.22167307522059262,0.41522491349480967,0.3592814371257485,PAg3,PK,0.65036544,18.0
323,0.8022440392706872,0.43850779574521914,0.49166666666666664,0.6413043478260869,PH,PAr,0.04313131,0.0
324,0.7740555951532431,0.4428592941436849,0.6535211267605634,0.5446009389671361,PH,PP,0.04344726,1.0
325,0.7784946236559139,0.40379944782829946,0.5338983050847458,0.5675675675675675,PH,PR1,0.05578767,2.0
326,0.7517630465444288,0.32665528980904934,0.47075208913649025,0.5105740181268882,PH,PK,0.05618104,3.0
327,0.7859649122807018,0.42146361521176234,0.5429362880886427,0.5833333333333334,PH,PR2,0.06483484,4.0
328,0.7287535410764873,0.20782737580561783,0.3146067415730337,0.44621513944223107,PH,PAg1,0.57417504,5.0
329,0.6689240030097818,0.14472225554052737,0.3878787878787879,0.34972677595628415,PH,PAg2,0.57916999,6.0
330,0.7026074700493306,0.13996127242923087,0.2777777777777778,0.3816793893129771,PH,EL,0.58221415,7.0
331,0.673036093418259,0.09461324303289927,0.2841225626740947,0.3322475570032573,PH,BI,0.60970544,8.0
332,0.681655960028551,0.05793862427609101,0.20391061452513967,0.31196581196581197,PH,CF,0.61684499,9.0
333,0.5802023121387283,-0.03430157134339882,0.28205128205128205,0.23130841121495327,PH,EC,0.62277243,10.0
334,0.7326732673267327,0.222360892599182,0.32865168539325845,0.45703125,PH,PAg3,0.6233124,11.0
335,0.674237047551455,0.10706231658362346,0.3025210084033613,0.33962264150943394,PH,LA,0.62629894,12.0
336,0.671919770773639,0.1268147950072461,0.34277620396600567,0.34870317002881845,PH,RP1,0.62841098,13.0
337,0.6612903225806451,0.06453137810942353,0.26666666666666666,0.30564784053156147,PH,KA,0.6290311,14.0
338,0.6836734693877551,0.0890569386088767,0.25217391304347825,0.33079847908745247,PH,RP2,0.63153646,15.0
339,0.6951566951566952,0.11424916209083777,0.2664756446991404,0.35094339622641507,PH,PAl,0.65330798,16.0
340,0.6330935251798561,0.06175203839163785,0.32670454545454547,0.2963917525773196,PH,SF1,0.69829973,17.0
341,0.6754636233951498,0.14106811657095347,0.3587570621468927,0.35774647887323946,PH,EA,0.70463491,18.0
342,0.7528248587570622,0.321394314586707,0.49101796407185627,0.47674418604651164,PK,PH,0.05618104,0.0
343,0.7503457814661134,0.3689496174084138,0.6077844311377245,0.46882217090069284,PK,PP,0.0580435,1.0
344,0.8050271739130435,0.42414385853920794,0.49709302325581395,0.6,PK,PAr,0.07018435,2.0
345,0.765440666204025,0.35208903892323856,0.5088235294117647,0.502906976744186,PK,PR1,0.08284071,3.0
346,0.7564450474898237,0.31596113522996544,0.4682080924855491,0.4807121661721068,PK,PR2,0.09188788,4.0
347,0.7469135802469136,0.23050962892292515,0.3343108504398827,0.4453125,PK,PAg1,0.60122808,5.0
348,0.6892285298398836,0.18806123010881018,0.4276923076923077,0.36578947368421055,PK,PAg2,0.60622303,6.0
349,0.7298578199052133,0.1910154875269414,0.3217391304347826,0.40217391304347827,PK,EL,0.60926719,7.0
350,0.7085324232081911,0.17815569433723155,0.36151603498542273,0.37349397590361444,PK,BI,0.63675848,8.0
351,0.7185134205092911,0.14426585849180987,0.27647058823529413,0.3657587548638132,PK,CF,0.64389803,9.0
352,0.6423562412342216,0.10470880717892082,0.3987915407854985,0.2979683972911964,PK,EC,0.64982547,10.0
353,0.7370218579234973,0.21099543644857602,0.3323615160349854,0.4222222222222222,PK,PAg3,0.65036544,11.0
354,0.696636925188744,0.15042158983351403,0.3460410557184751,0.35014836795252224,PK,LA,0.65335198,12.0
355,0.6639061421670117,0.0691544290078843,0.2955223880597015,0.28285714285714286,PK,RP1,0.65546402,13.0
356,0.7163221667854597,0.19796136710540668,0.3773006134969325,0.3867924528301887,PK,KA,0.65608414,14.0
357,0.6822033898305084,0.05386853758727329,0.2289156626506024,0.2814814814814815,PK,RP2,0.6585895,15.0
358,0.7222605099931082,0.17182645179843328,0.314540059347181,0.381294964028777,PK,PAl,0.68036102,16.0
359,0.6643356643356644,0.13469124211229383,0.4006024096385542,0.321256038647343,PK,SF1,0.72535277,17.0
360,0.6922015182884748,0.1787670051156827,0.40588235294117647,0.3612565445026178,PK,EA,0.73168795,18.0
361,0.7738944365192582,0.44451171460174815,0.5334872979214781,0.6676300578034682,PP,PH,0.04344726,0.0
362,0.7886067261496225,0.47107824418540706,0.4668141592920354,0.7589928057553957,PP,PAr,0.05745057,1.0
363,0.75,0.37811901127561537,0.4622222222222222,0.6341463414634146,PP,PK,0.0580435,2.0
364,0.7738095238095238,0.4465132579454627,0.5223214285714286,0.6822157434402333,PP,PR1,0.07010693,3.0
365,0.7828767123287671,0.4646409174298779,0.5242290748898678,0.7020648967551623,PP,PR2,0.0791541,4.0
366,0.6777546777546778,0.15206007991601775,0.25389755011135856,0.4672131147540984,PP,PAg1,0.5884943,5.0
367,0.6620029455081001,0.18776706252871433,0.4028436018957346,0.4509283819628647,PP,PAg2,0.59348925,6.0
368,0.6364883401920439,0.044828315624058084,0.20750551876379691,0.35471698113207545,PP,EL,0.59653341,7.0
369,0.6342305037957212,0.0701601378232073,0.26057906458797325,0.37142857142857144,PP,BI,0.6240247,8.0
370,0.6576011157601116,0.08837062856052295,0.21670428893905191,0.4,PP,CF,0.63116425,9.0
371,0.5556343019135365,-0.045238849456918716,0.27419354838709675,0.27610208816705334,PP,EC,0.63709169,10.0
372,0.6880607315389924,0.1909359621170036,0.2926829268292683,0.4981132075471698,PP,PAg3,0.63763166,11.0
373,0.6248266296809986,0.048902288046251255,0.25,0.35331230283911674,PP,LA,0.6406182,12.0
374,0.6036287508722958,0.00817612118027937,0.2460136674259681,0.3130434782608696,PP,RP1,0.64273024,13.0
375,0.6227501799856011,0.04101098412883123,0.2441860465116279,0.34539473684210525,PP,KA,0.64335036,14.0
376,0.6222222222222222,0.0031288945066501633,0.18604651162790697,0.311284046692607,PP,RP2,0.64585572,15.0
377,0.6480836236933798,0.07451616559818404,0.22247191011235956,0.38372093023255816,PP,PAl,0.66762724,16.0
378,0.5971830985915493,0.03547934755451853,0.3054298642533937,0.3375,PP,SF1,0.71261899,17.0
379,0.673654786862334,0.20721490517978508,0.3991031390134529,0.47214854111405835,PP,EA,0.71895417,18.0
