Bug 1,Bug 2,Carbon,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y
PAg2,PR1,Glucose01,47.62975059,16113.17359,1014.577994,31.59058032180837,92.48752557718024,-3498.5210735170613,-668.5771724619559,-476.3321488083415,-0.6309041661015486,-0.2015744697433372,1.62148647467857,-0.002116133365859
PAl,RP2,Galactose,324.5312202,1492.6563,592.200481,105.70481834026168,308.45391236603405,8198.217860856765,-3472.529591636279,347.43177064176416,-0.5643511278633632,-0.250667083381068,-0.7928518257374005,0.1173580381058817
EC,PAg3,Fumarate,37.089502,27956.64316,338.5365706,-44.50885220000009,132.38438871454116,-1109.7987677274416,3536.582028637915,-922.8124517836892,-0.6435193071495694,-0.04782846145587,-0.5989515583467925,-0.2484610553238693
PAg3,RP2,Mannose,1065.251128,1948.097629,587.6650455,281.90914993220935,483.7232519466536,4229.791528385384,-4490.077254606668,893.8952593094275,-0.5989515583467925,-0.2484610553238693,-0.7928518257374005,0.1173580381058817
LA,BI,Alanine,662.5164511,1558.156974,717.5358541,27.69778230449799,-34.7826426627247,741.1054852498066,4315.9873925711045,13.794514649971838,-0.7710003090347234,0.0770753917642925,-0.7807537139600523,0.0380225394363147
PK,PAg1,Pyruvate,5656.948072,18073.71839,1075.153071,1222.873686122816,-38.3740791089939,2948.202194327789,3875.839637567356,312.5572073877007,1.734465090778677,0.0343645341896359,-0.6443154712889336,-0.2220118218825399
PR2,RP1,Glycerol01,942.9617866,14671.86682,89.41013062,234.05688588795533,8.130140938543606,-2693.764801775901,-38.33286753751476,-505.83857085624544,1.6398755564620169,0.0056531287404293,-0.796280534436652,0.1132262738115668
PAr,RP1,Sucrose,-5.568418522,12292.86491,813.4376563,-107.20217821493202,396.2206250802466,-2689.207894007573,2758.239159096253,4360.020146252447,1.5779525775593926,-0.0142748062335358,-0.796280534436652,0.1132262738115668
RP2,PR2,Xylose,720.8667543,14929.86074,-10.07006193,152.23912835884448,-141.69791324542336,-262.62735676487785,-1831.719518216824,1225.075731282064,-0.7928518257374005,0.1173580381058817,1.6398755564620169,0.0056531287404293
PAl,CF,Cellobiose,767.340404,2850.981265,860.8079015,-10.053131967664058,159.89686211725177,-4540.841100752734,-2411.5148155820675,224.30168399432355,-0.5643511278633632,-0.250667083381068,-0.7747391645761742,0.0463737318058709
BI,KA,Fructose,731.827544,2195.825867,1051.98821,229.3530295149837,312.6339047161748,7263.078621203025,-1947.930074785628,-1540.2701117941529,-0.7807537139600523,0.0380225394363147,-0.7612583622572914,0.0598887978357191
EA,SF1,Ribose,572.2017502,1673.003795,326.2710484,214.40727774640868,31.196986585310587,-1694.9022807554345,-240.82647191593367,1168.1224639327693,-0.7286059140580324,0.2582533144674926,-0.7354472493977712,0.2471410927598533
PAg2,PR2,Mix,561.0676133,14054.96924,3269.589672,418.56719893798254,1254.1250775661376,2759.911010298725,3559.081141984618,1520.1451734521138,-0.6309041661015486,-0.2015744697433372,1.6398755564620169,0.0056531287404293
PR2,LA,Acetate,1795.25373,15023.09028,76.19412972,-150.55169427018336,-8.179287724208619,-2127.4663066997928,1669.5403779506332,-745.3533607302422,1.6398755564620169,0.0056531287404293,-0.7710003090347234,0.0770753917642925
CF,KA,Citrate,316.7517097,1328.66454,346.7810293,-34.056905428195144,-10.102574601559468,-1541.2519523501269,2693.6455479560072,-323.4601435791636,-0.7747391645761742,0.0463737318058709,-0.7612583622572914,0.0598887978357191
EC,CF,Mannose,8895.146004,26627.01389,1122.351353,191.24125450000008,409.7527839192141,4229.791528385384,-4490.077254606668,893.8952593094275,-0.6435193071495694,-0.04782846145587,-0.7747391645761742,0.0463737318058709
RP2,PAg1,ArabinoseD,24.72618636,2848.933879,0.996727968,11.88687151130955,-62.02323131815968,-5001.488171724186,-2267.6661119247383,-359.92321590704427,-0.7928518257374005,0.1173580381058817,-0.6443154712889336,-0.2220118218825399
PP,RP2,Galactose,14.92766928,11600.0096,592.200481,-84.76155150949545,308.45391236603405,8198.217860856765,-3472.529591636279,347.43177064176416,1.7082373371805837,0.0228923513977414,-0.7928518257374005,0.1173580381058817
PAl,KA,Sorbitol,879.7215944,2735.116465,1260.994592,63.61307185886688,447.4187370145928,3025.109188570561,-4388.14781823144,-2140.1307152473296,-0.5643511278633632,-0.250667083381068,-0.7612583622572914,0.0598887978357191
PAg1,BI,Cellobiose,1665.597062,3147.001451,704.8194281,-20.767267326554588,148.12174466123702,-4540.841100752734,-2411.5148155820675,224.30168399432355,-0.6443154712889336,-0.2220118218825399,-0.7807537139600523,0.0380225394363147
LA,EL,Arginine,8.991337954,1179.539771,14.2141903,-3.0839056189927305,-36.135358374172256,-1129.935928584828,3502.6115764486026,-1543.010452599992,-0.7710003090347234,0.0770753917642925,-0.7347306548489613,-0.0440939376470185
PAg3,PAg3,Xylose,220.336616,0.0,220.336616,125.69044603174724,125.69044603174724,-262.62735676487785,-1831.719518216824,1225.075731282064,-0.5989515583467925,-0.2484610553238693,-0.5989515583467925,-0.2484610553238693
KA,RP2,Fumarate,8.136974385,2430.612452,13.72639478,-11.27820118021998,5.651803280441072,-1109.7987677274416,3536.582028637915,-922.8124517836892,-0.7612583622572914,0.0598887978357191,-0.7928518257374005,0.1173580381058817
KA,LA,Uridine,305.6284605,2760.371344,60.8387871,13.29749346463086,-0.704259756925012,-3560.7358050403977,-1562.526406150641,-599.4438837790732,-0.7612583622572914,0.0598887978357191,-0.7710003090347234,0.0770753917642925
PAg2,PR1,Cellobiose,24.65506664,16113.17359,22.13129545,-11.913312439936703,-97.7708651301066,-4540.841100752734,-2411.5148155820675,224.30168399432355,-0.6309041661015486,-0.2015744697433372,1.62148647467857,-0.002116133365859
PAg2,RP2,Citrate,-8.747030181,2211.839357,258.7740448,-12.49928937018194,107.69682501419923,-1541.2519523501269,2693.6455479560072,-323.4601435791636,-0.6309041661015486,-0.2015744697433372,-0.7928518257374005,0.1173580381058817
PR2,PK,Ribose,57.00077517,15943.93743,5321.278713,-123.5859140762542,-23.55765234253636,-1694.9022807554345,-240.82647191593367,1168.1224639327693,1.6398755564620169,0.0056531287404293,1.734465090778677,0.0343645341896359
PAr,PR2,Melezitose,8.464931109,8586.542597,-23.97692756,-93.19201158608894,-145.32056224404175,-5011.342115777467,-2263.3790096722782,-402.5875347805217,1.5779525775593926,-0.0142748062335358,1.6398755564620169,0.0056531287404293
PAr,RP1,Proline01,1072.166943,12292.86491,111.9319932,-0.8768367649711308,-44.516756038748895,-3596.306299453788,-268.0285673898953,-271.902723882693,1.5779525775593926,-0.0142748062335358,-0.796280534436652,0.1132262738115668
RP2,PAg2,Glucose01,56.37414362,2211.839357,47.62975059,54.60571830595563,31.59058032180837,-3498.5210735170613,-668.5771724619559,-476.3321488083415,-0.7928518257374005,0.1173580381058817,-0.6309041661015486,-0.2015744697433372
RP2,CF,Uridine,18.21134683,2621.418162,116.8676206,3.862364301855905,-39.7785719682264,-3560.7358050403977,-1562.526406150641,-599.4438837790732,-0.7928518257374005,0.1173580381058817,-0.7747391645761742,0.0463737318058709
EC,RP2,Lactose,11266.43325,28039.69158,561.865665,144.8123128000001,266.85458677259703,4030.8857189822543,-8472.949601319571,822.9364983016548,-0.6435193071495694,-0.04782846145587,-0.7928518257374005,0.1173580381058817
EL,RP2,Raffinose,514.0158805,1252.450576,406.0119235,527.5356830416883,435.7508308178762,-4940.437649331323,-2342.738629531002,-271.3795787270663,-0.7347306548489613,-0.0440939376470185,-0.7928518257374005,0.1173580381058817
SF1,PR2,GlcNAc,295.099,15867.36773,4245.945693,95.00533638628156,-76.80403126970396,2605.0300383812646,-701.6177193137013,3189.88327600666,-0.7354472493977712,0.2471410927598533,1.6398755564620169,0.0056531287404293
LA,PAg3,Glycerol01,86.64175778,1755.049586,110.9530728,47.82076046952716,73.21267778414256,-2693.764801775901,-38.33286753751476,-505.83857085624544,-0.7710003090347234,0.0770753917642925,-0.5989515583467925,-0.2484610553238693
PR2,PAr,ArabinoseD,-18.49639049,8586.542597,15.42900618,-149.8927056024495,-97.8208829972873,-5001.488171724186,-2267.6661119247383,-359.92321590704427,1.6398755564620169,0.0056531287404293,1.5779525775593926,-0.0142748062335358
EC,PR2,Glutamine,29.1177429,26267.69138,3813.019284,-32.6754337000001,1184.0687422336532,675.2104018554141,5232.697271642289,-502.4393323583622,-0.6435193071495694,-0.04782846145587,1.6398755564620169,0.0056531287404293
EC,EA,Lactose,11266.43325,28711.03277,362.5836142,144.8123128000001,-15.595426802458976,4030.8857189822543,-8472.949601319571,822.9364983016548,-0.6435193071495694,-0.04782846145587,-0.7286059140580324,0.2582533144674926
EA,CF,Arabinogalactan,11.04892723,3578.442567,12.20133369,-17.873351386902183,-34.3151824618991,-4581.420859279718,-1846.999838152701,-422.9077578641416,-0.7286059140580324,0.2582533144674926,-0.7747391645761742,0.0463737318058709
PAr,KA,Xylose,331.8376188,11870.31428,1218.447444,-70.63842751327331,273.37018603081606,-262.62735676487785,-1831.719518216824,1225.075731282064,1.5779525775593926,-0.0142748062335358,-0.7612583622572914,0.0598887978357191
PAg2,LA,Acetate,-7.018267575,1908.824628,76.19412972,-10.611096590468604,-8.179287724208619,-2127.4663066997928,1669.5403779506332,-745.3533607302422,-0.6309041661015486,-0.2015744697433372,-0.7710003090347234,0.0770753917642925
KA,KA,Xylose,1218.447444,0.0,1218.447444,273.37018603081606,273.37018603081606,-262.62735676487785,-1831.719518216824,1225.075731282064,-0.7612583622572914,0.0598887978357191,-0.7612583622572914,0.0598887978357191
PK,PAg2,Succinate,3739.399274,18894.77465,456.2619447,1292.322811487511,-11.932836788336088,-492.129761316511,3883.979543166541,-547.0296480788238,1.734465090778677,0.0343645341896359,-0.6309041661015486,-0.2015744697433372
PP,EL,Glutamine,2832.655506,11175.16977,569.9493789,1410.1081216539212,115.64567354332632,675.2104018554141,5232.697271642289,-502.4393323583622,1.7082373371805837,0.0228923513977414,-0.7347306548489613,-0.0440939376470185
PP,EL,ArabinoseL,12.40404381,11175.16977,641.4424304,-87.51892997174765,704.4396270383759,12335.053502387886,-3617.8105890062825,-1156.2145892128715,1.7082373371805837,0.0228923513977414,-0.7347306548489613,-0.0440939376470185
PR1,EA,Arabinogalactan,241.0238022,16694.40038,11.04892723,-1.433585388073766,-17.873351386902183,-4581.420859279718,-1846.999838152701,-422.9077578641416,1.62148647467857,-0.002116133365859,-0.7286059140580324,0.2582533144674926
PAg3,PAg1,Fumarate,338.5365706,1521.943693,453.0155802,132.38438871454116,145.20930544769814,-1109.7987677274416,3536.582028637915,-922.8124517836892,-0.5989515583467925,-0.2484610553238693,-0.6443154712889336,-0.2220118218825399
PAl,PH,Sorbitol,879.7215944,17912.97704,115.9222315,63.61307185886688,-174.0927969742204,3025.109188570561,-4388.14781823144,-2140.1307152473296,-0.5643511278633632,-0.250667083381068,1.675692322398025,0.0107785747182994
EC,PR2,Mannose,8895.146004,26267.69138,1151.121799,191.24125450000008,-93.36273390459348,4229.791528385384,-4490.077254606668,893.8952593094275,-0.6435193071495694,-0.04782846145587,1.6398755564620169,0.0056531287404293
PAg3,PK,Succinate,446.5607614,18900.72663,3739.399274,5.772136453625876,1292.322811487511,-492.129761316511,3883.979543166541,-547.0296480788238,-0.5989515583467925,-0.2484610553238693,1.734465090778677,0.0343645341896359
PAr,PP,Uridine,222.9506901,8651.569596,285.5963206,-92.53539790150796,-72.12720069392196,-3560.7358050403977,-1562.526406150641,-599.4438837790732,1.5779525775593926,-0.0142748062335358,1.7082373371805837,0.0228923513977414
PAg1,KA,Water,0.0,2955.263116,0.0,-68.55143804066972,-10.559460594607684,-5012.312205527095,-2264.234742272802,-415.48598176092287,-0.6443154712889336,-0.2220118218825399,-0.7612583622572914,0.0598887978357191
KA,CF,Sucrose,8.461433748,1328.66454,-4.385189411,-3.8214280465731454,-41.69380190202367,-2689.207894007573,2758.239159096253,4360.020146252447,-0.7612583622572914,0.0598887978357191,-0.7747391645761742,0.0463737318058709
PR2,EA,Fructose,2348.146038,15124.14251,512.4687396,-57.72414114830451,229.82351169736185,7263.078621203025,-1947.930074785628,-1540.2701117941529,1.6398755564620169,0.0056531287404293,-0.7286059140580324,0.2582533144674926
RP1,RP2,GlcNAc,879.5134636,956.137396,720.235397,423.519315022226,385.9827925982785,2605.0300383812646,-701.6177193137013,3189.88327600666,-0.796280534436652,0.1132262738115668,-0.7928518257374005,0.1173580381058817
PAg1,PAr,Glycerol01,88.03408691,11540.84467,1140.515145,14.352782037452812,221.21885657519,-2693.764801775901,-38.33286753751476,-505.83857085624544,-0.6443154712889336,-0.2220118218825399,1.5779525775593926,-0.0142748062335358
PP,RP1,Galactose,14.92766928,11473.12455,810.3343593,-84.76155150949545,242.39872534924703,8198.217860856765,-3472.529591636279,347.43177064176416,1.7082373371805837,0.0228923513977414,-0.796280534436652,0.1132262738115668
RP2,PAl,Rhamnose,590.579833,1492.6563,51.59125865,316.8588901629413,20.222767023358983,-4170.626376599495,-2666.583267557139,114.1443569589125,-0.7928518257374005,0.1173580381058817,-0.5643511278633632,-0.250667083381068
PH,EL,Mix,5100.551611,17556.48446,434.3959966,332.2920053659184,383.03367560895,2759.911010298725,3559.081141984618,1520.1451734521138,1.675692322398025,0.0107785747182994,-0.7347306548489613,-0.0440939376470185
EC,PP,Acetate,43.7176934,29016.95268,1852.233739,-41.6212352,207.92033040781257,-2127.4663066997928,1669.5403779506332,-745.3533607302422,-0.6435193071495694,-0.04782846145587,1.7082373371805837,0.0228923513977414
SF1,PH,Arginine,1.222675404,18808.50252,2534.64988,-5.2010688132460245,-45.70098169820801,-1129.935928584828,3502.6115764486026,-1543.010452599992,-0.7354472493977712,0.2471410927598533,1.675692322398025,0.0107785747182994
BI,EL,Serine,14.136979,1468.161998,40.42155226,-47.372664396509656,-23.513018279739644,-2788.449131408402,1881.6342611257503,-105.7903740546841,-0.7807537139600523,0.0380225394363147,-0.7347306548489613,-0.0440939376470185
PAg2,EA,Water,0.0,2244.710436,0.0,-4.219988979991399,-23.069780302491488,-5012.312205527095,-2264.234742272802,-415.48598176092287,-0.6309041661015486,-0.2015744697433372,-0.7286059140580324,0.2582533144674926
PAl,PR2,Glycerol,326.4561931,14747.86023,3871.805308,82.8506189375463,284.0405073391013,7432.507689247068,1108.0144049648736,-2786.313227145484,-0.5643511278633632,-0.250667083381068,1.6398755564620169,0.0056531287404293
PAg1,EA,Trehalose,1114.148365,3459.803524,396.5438662,284.16117304315463,215.3112392131593,2811.75714720898,-1159.308043177844,-1751.0798820505725,-0.6443154712889336,-0.2220118218825399,-0.7286059140580324,0.2582533144674926
PH,SF1,Pyruvate01,1050.597359,18808.50252,22.65085845,-109.49276704489851,6.124615300519168,-3806.052493422824,-973.2049868701582,-91.69461650408572,1.675692322398025,0.0107785747182994,-0.7354472493977712,0.2471410927598533
PAg2,PR1,Ribose,758.6572441,16113.17359,838.0532335,190.38609202116183,-94.33195004610548,-1694.9022807554345,-240.82647191593367,1168.1224639327693,-0.6309041661015486,-0.2015744697433372,1.62148647467857,-0.002116133365859
PR2,PAr,Uridine,63.84613163,8586.542597,222.9506901,-130.39502607945826,-92.53539790150796,-3560.7358050403977,-1562.526406150641,-599.4438837790732,1.6398755564620169,0.0056531287404293,1.5779525775593926,-0.0142748062335358
PH,PAr,Ribose,1044.165182,11385.60583,353.8672437,-112.9673663424345,-36.25147393828399,-1694.9022807554345,-240.82647191593367,1168.1224639327693,1.675692322398025,0.0107785747182994,1.5779525775593926,-0.0142748062335358
PAg2,PR1,Citrate,-8.747030181,16113.17359,2570.866751,-12.49928937018194,704.9908453636152,-1541.2519523501269,2693.6455479560072,-323.4601435791636,-0.6309041661015486,-0.2015744697433372,1.62148647467857,-0.002116133365859
CF,SF1,Proline01,146.4287716,3671.310429,7.092706874,-33.44937320665906,-4.559654367725557,-3596.306299453788,-268.0285673898953,-271.902723882693,-0.7747391645761742,0.0463737318058709,-0.7354472493977712,0.2471410927598533
RP2,CF,Xylose,720.8667543,2621.418162,1304.696793,152.23912835884448,46.56944950121067,-262.62735676487785,-1831.719518216824,1225.075731282064,-0.7928518257374005,0.1173580381058817,-0.7747391645761742,0.0463737318058709
RP2,SF1,Glycerol,703.8481212,1869.948565,178.2126133,224.51947000242345,41.10910889915613,7432.507689247068,1108.0144049648736,-2786.313227145484,-0.7928518257374005,0.1173580381058817,-0.7354472493977712,0.2471410927598533
BI,PAr,Fructose,731.827544,12660.0197,2452.706592,229.3530295149837,-25.67949151551852,7263.078621203025,-1947.930074785628,-1540.2701117941529,-0.7807537139600523,0.0380225394363147,1.5779525775593926,-0.0142748062335358
SF1,BI,Fructose,270.5590967,1824.987984,731.827544,67.47115084436393,229.3530295149837,7263.078621203025,-1947.930074785628,-1540.2701117941529,-0.7354472493977712,0.2471410927598533,-0.7807537139600523,0.0380225394363147
