,y_train
5167,0.0
11432,0.0
14116,-1.830045258
14045,-0.853953593
3665,0.165576486
10319,0.127028072
10650,-0.162048499
12967,-1.010686536
4609,-1.026170614
11028,0.05315643
2551,-0.552675462
15224,2.270551061
9021,0.0
9791,0.0
7123,-1.39461458
1076,-0.422379841
12537,-1.711662196
13148,0.0
14410,-0.833427553
11774,-1.345200504
2631,0.0
1720,-0.734472306
7268,0.09447938
2192,1.23380909
1117,-0.223150797
7809,0.0
3082,-0.080755744
8082,-0.092709513
11344,-4.89077142
9532,0.0
5426,1.795411821
4536,-0.253825783
4708,-1.140366513
14369,0.0
2135,-0.453751329
4306,2.831115479
13262,-0.895581081
12637,3.709041431
6817,0.136879811
820,-0.66510851
8555,-1.662519091
5766,-0.897256767
5614,-0.852699486
11936,2.732958734
10692,-0.848898082
1542,0.0
12770,-0.700119409
7199,-0.613113955
3795,-1.971151778
13076,-1.687962055
4750,-1.485012147
11544,-0.977672294
7382,-1.090171445
11743,1.308045441
147,-0.378911971
1297,5.215751517
42,-1.49728481
7377,0.12511762
9653,-0.705535348
6601,0.359479116
2577,0.181035146
5004,-0.626785401
1514,3.820592424
5172,2.737790683
14421,-1.825808446
5931,-4.753754573
12615,-0.645756366
10430,0.0
3577,-3.962063529
14436,3.508068841
9922,-0.597197647
10348,1.961092071
14675,0.0
5571,0.0
5511,-2.538341369
14025,-0.965005193
3746,-0.076043546
14843,-1.841652929
15304,-1.44992989
12632,3.20108183
6729,-0.700816749
15021,0.695210565
8933,-0.861623101
1417,-0.000209171
4786,0.0
8816,-0.426956163
274,-0.085092307
4225,1.68196991
8446,3.48985584
12639,-0.150805555
6541,0.828244136
6151,-3.32238386
14496,-1.292193276
6600,-0.083664261
5817,-0.417637431
13103,-1.971209978
1253,-1.145901019
2346,0.0
1576,2.157792823
9436,-0.155100457
10478,0.0
3838,2.881376854
12759,-0.068265155
15148,-1.859870974
9320,0.0
12579,-0.933961412
3973,-0.619766762
8240,0.004377342
3071,-0.044386936
3834,3.0484163
4507,0.303237535
4796,-0.776634752
15418,-0.740345523
7935,-2.071640163
14646,-0.834568912
983,0.028403364
1475,-0.839889832
8494,1.868441856
1635,0.0
7975,-0.733534244
12120,3.114683397
12870,0.0
15033,0.810165013
8668,-0.040594436
7223,0.0
13213,0.0
11595,-0.120714556
9361,-0.985891594
5608,-0.582086938
2469,-1.06975292
11765,0.16559984
15039,0.0
3521,0.0
14038,-1.788189476
1709,-0.881404163
1385,-0.888502227
470,-4.936111042
484,-4.352799016
13182,-0.231358195
2078,-0.835174267
1301,-0.091568501
14782,-0.192747775
15108,1.108800332
14545,-1.146955483
2812,2.486453544
6813,0.530378019
5515,0.271328333
11337,-4.439786258
2361,-2.81342127
1845,0.733301176
11933,-0.581322216
4075,-0.745461226
10768,0.006069384
4560,-2.803154915
12833,0.0
12037,-0.678164665
695,-0.970796443
6530,-0.029893226
9838,2.280014283
225,-0.135312781
6963,4.135310915
12285,0.0
13291,-0.487896988
4475,2.201458433
9781,-0.109261135
8983,0.0
144,-2.023036802
10929,-1.397211436
8580,0.0
12937,0.253268691
5568,0.0
8157,0.748995347
3677,0.0
1293,-0.683541419
660,0.99369407
14309,-1.065368355
5814,-1.920011828
14728,0.08420377
6187,2.214578322
2474,-1.684681529
7416,1.139877016
1446,1.65239642
10508,-0.610317912
6827,0.218058774
15343,-3.344268536
6034,3.617987322
6507,0.685104802
3326,0.070842761
14530,-0.15410729
6806,1.42046904
2858,-0.505827557
1584,-1.443782947
9349,4.514897843
8989,-0.939970983
4918,-1.556999122
6559,1.04348417
5203,0.541046889
1068,0.0
3180,-0.848674291
2868,-1.333880083
12676,-0.485889259
13465,-0.313715667
15260,0.0
7104,0.0
14954,0.514480658
1179,-2.994129467
3874,4.339758317
14363,-0.523374474
10159,-0.728061013
8853,-0.262759686
11387,-2.300410305
769,4.089032633
2443,-1.177265404
3173,0.0
13693,2.944627596
15423,0.0
5638,-0.130638735
4159,-0.758272171
13068,0.0
3943,-1.960536181
5392,-0.677005653
6954,0.0
15362,0.58052808
4967,0.286246735
70,2.36186532
1008,-0.411115253
13144,-0.883353339
5904,0.090522972
7094,-1.155968118
5543,-0.41241284
11380,-0.24695874
3325,0.0
3617,-1.1052822
1997,-5.275595576
12252,-0.667172855
7705,0.0
12978,3.578189558
3768,3.194256947
12278,-2.152436814
9973,-0.026175901
6503,0.048580998
5333,2.929904195
1831,0.051295351
2556,-0.162224964
1869,0.0
8023,-0.364725964
14273,0.0
14565,-1.220168264
3953,0.0
13281,0.183913019
5779,0.0
8149,0.0
1874,0.0
13786,0.0
6003,0.622060491
10860,0.0
7895,-1.892039601
10227,0.155073377
8323,-0.899599402
2836,-1.901565729
12523,0.0
14671,0.0
12622,-1.072881902
5769,-1.126676923
9423,0.039938272
11819,1.405838161
7569,-3.103377505
1780,1.271179978
369,0.866461595
13815,0.0
14101,-0.445694854
4953,-0.749954032
11682,0.0
4168,-0.825304914
14044,0.184643587
15401,-0.171126219
2942,-0.430314702
4343,0.578790553
5210,-1.884961684
12304,-2.973325268
2228,-1.040225145
13075,0.238782761
15085,-1.167376114
11928,4.380950246
5573,0.0
7172,0.972460055
15187,-1.769808942
15397,0.0
5384,2.798040962
9282,-1.170212818
352,-0.903931214
14913,-1.070877918
8663,-1.403857403
518,-0.851744208
3461,-1.741208227
1217,-2.141522696
8647,2.247783444
13020,-0.983787757
12519,-1.152344306
11824,2.279593759
14824,0.0
11691,-0.087084967
7479,-4.747800029
11363,0.0
1916,-1.187376757
5092,1.877473039
1717,-0.918863499
5412,-1.45588888
14647,-0.869435924
11688,-1.591375757
13463,0.166891896
6026,-0.217240133
3304,-0.152532166
11264,-0.574636009
12678,-0.818448254
6916,0.0
13765,-2.446597104
9030,0.0
10700,-0.188908369
7756,-0.429693735
5364,-0.120246156
13429,-0.622534109
12172,0.0
8313,-0.356471305
12238,-1.440603513
7615,-0.14633747
4498,0.121317316
7016,0.0
13207,0.0
2806,2.180995124
3112,-0.007193585
4826,-1.099192871
15286,-0.058250981
2236,-1.772105726
10605,-3.567231322
4151,-0.01637992
12170,0.243563248
9774,-0.005212608
14439,-2.14576727
9386,0.0
12305,-0.78267138
13314,-0.357702292
3915,0.0
12869,-1.377529344
8299,2.04298148
14730,-0.00037859
314,-0.449591867
2121,-0.344422893
15076,-1.602767226
6270,0.0
5434,-0.222598305
2785,-2.028052234
9348,4.290570501
9401,0.293167099
5524,0.085963355
4858,-1.322397686
8172,-0.939806544
1424,2.906067439
4062,2.948618047
14672,0.0
335,0.0
2581,-0.361038588
2925,-0.172605987
2859,-1.032104164
2318,0.0
5651,-1.049610857
5314,0.050864175
7803,0.0
6121,-2.517293908
8936,-0.995284326
3433,0.0
12264,-2.275363926
10726,-0.078109578
15234,0.0
4996,-1.645853172
856,-0.084319499
12383,-2.266165626
7901,0.0
14059,0.401649151
2157,-1.611857266
10440,-0.602018356
734,0.802844106
73,0.478054677
11351,-4.269833102
14431,3.634680374
9111,-1.13299707
8366,4.041548996
13797,-0.41940821
2351,-1.087984988
2713,0.046058952
4393,1.682151828
15025,0.0
5037,-0.120630446
11422,3.684690926
1118,-0.67116811
14632,0.0
2438,-0.125395988
5905,-0.359993306
11884,-1.446232659
10684,-0.037531842
8961,0.0
4187,-0.421210091
3480,2.613041263
13968,-0.2935267
12475,-1.643840392
13210,0.0
15144,-0.431462916
11153,-2.138478028
13550,0.217373258
323,0.131446859
8771,-0.778183931
7854,0.318940093
8884,0.055583213
8049,0.03548629
14960,-0.07283412
1516,0.53238761
3073,-0.071938868
3039,-0.432027036
8899,0.0
10876,0.0
14951,-0.901487928
5057,0.0
1080,-0.479528973
4980,0.0
12151,1.298540548
8883,-0.377747844
4904,-0.931478107
2355,-1.281695135
6070,-1.350676678
13562,-0.667016618
12146,0.054691803
6287,-1.285683852
1556,0.316695017
3710,-0.207580317
2410,0.225875795
135,1.288862648
12242,-1.701735864
9988,0.103854744
2630,-0.322377178
4357,-4.857018338
4668,-0.778118642
11810,0.724476752
4307,0.0
15460,0.0
14389,0.871673834
13816,0.0
1204,0.0
7277,-0.189701175
7469,-0.199305074
10702,-0.026381998
244,-0.697676366
14814,0.589751194
7529,-0.847297881
13952,0.20465056
8426,-0.149854139
8476,2.318924536
5410,2.086109512
8694,0.0
10339,-0.733157053
14303,0.013852177
7664,0.0
748,2.849598096
3856,-0.680323254
1586,0.085830683
844,0.0
8338,1.24360174
1711,0.0
12996,-1.304277218
11921,-0.967380264
5279,-1.884415146
1649,0.0
14649,-1.145609934
13372,-0.369885267
685,-0.227024016
311,-1.268620217
2490,-1.663185464
2290,0.0
4410,-0.843470836
2289,0.0
13659,2.502128811
12017,-1.187391166
12879,0.0
4412,2.460606706
11573,1.271644443
13146,1.913217732
11314,-0.021562858
13490,-2.140575351
12843,0.238110636
2874,-0.08445992
9429,0.0
467,-1.787177926
6106,-0.308540135
5939,-0.335185324
1221,-5.686456331
14573,-1.902395919
6583,0.302199499
13800,-1.57212512
2524,-0.418801103
10027,0.0
2582,0.285778254
10167,-0.901651549
376,-0.056602075
11041,0.047309507
2492,0.0
1282,0.0
10350,-0.043461025
701,-0.632176957
4436,-2.056439694
270,0.0
9025,-0.445475544
5804,0.0
5711,-1.105926311
2271,2.674002828
9593,-0.549120196
8320,1.175916339
14541,-1.288404228
10721,-1.238695515
6793,0.0
10514,0.237971865
3128,-0.85529325
1895,-0.546341444
2080,3.91677904
2302,0.0
4721,2.557679119
1575,-1.299518488
6201,2.644725779
8706,-0.930798479
1259,0.430301589
13871,-0.840312812
8051,1.063139642
13123,-2.131585792
11093,-0.226967455
12328,0.0
5735,-0.991495317
7532,1.949468793
13323,-2.965654959
12790,0.258779185
6084,3.397826066
9884,0.276614678
11126,0.0
9800,-2.54586977
108,0.977809212
10405,-0.320386012
9264,2.782893291
4515,-1.463219768
8654,0.0
12261,-1.399802109
13100,-3.08361413
2978,-0.602997004
10734,-0.322950638
9945,0.0
9261,-5.549672792
11453,-0.073308212
7777,0.111192783
7065,0.0
501,-0.282981919
4584,2.377576964
6911,2.559721357
6626,-0.532168394
10934,0.261198007
11931,0.010974464
10349,-0.274570004
4831,-0.919289739
14266,-0.062856016
7206,-0.933772204
9280,-0.871350746
1965,0.0
13576,2.401886521
10733,-0.972570511
71,0.0
1196,0.565428731
1695,-0.468982336
7475,-1.695827951
9610,0.047857426
9940,0.116565768
2700,-0.233356003
10214,1.098862476
10110,-0.804408769
3411,-1.094554958
9979,-0.090001703
8648,0.0
6652,-0.402121461
4877,-0.888574609
4600,-1.0961981
11136,3.379658366
13102,-1.76422997
13668,-3.405451733
4592,0.727243565
11435,-1.102573239
12469,0.997242424
9311,-0.078356844
5616,0.0
6633,-0.221548548
253,0.487759311
12950,0.0
11720,3.777914864
4645,0.158387476
6979,-1.898043838
10619,-0.134489925
10791,0.0
13007,-0.50341313
3231,-0.984391182
6271,0.0
1463,-0.646478873
539,0.018835385
8533,0.620967765
1722,-1.621943631
14412,0.0
428,-0.862003447
10037,-0.412799466
7691,2.541977189
4630,0.0
10022,0.0
8219,-1.484904101
3937,0.0
8344,-0.532319284
10499,-0.777829201
4048,-0.776550416
8399,0.107753495
1432,0.144123956
7187,-0.906868699
11333,-4.697627246
9956,0.0
9299,-0.80675643
10932,-0.015895241
4490,-1.225812548
6256,-0.248433532
6209,-0.225895973
2679,-0.380700239
2055,-0.987019227
8262,-2.932836517
1758,-1.002415891
11382,-0.896473331
10887,-0.068830337
661,-0.544277171
4335,0.248721372
8371,1.197167241
14056,-0.904010339
5340,0.0
14763,3.932189492
2623,0.0
2090,0.0
13067,0.0
14356,3.756469859
1756,0.0
4936,-1.130819435
3119,0.0
8596,-0.077175533
3662,-2.142849919
9196,0.0
10472,-0.715411228
5621,-1.543603948
268,-0.499403449
1428,-0.111433971
4095,-0.984565367
209,-1.534784727
1484,0.0
3753,4.133431177
7590,-0.57066492
2947,-1.171649993
11536,2.546597296
10116,-0.509202093
10737,-0.230115884
6586,-0.334861924
12927,-0.23883045
10385,-0.019009161
11064,0.036564879
2562,-0.437712692
6808,-1.32810119
9845,0.048060114
2511,-1.206054711
2293,-0.598930386
13211,-0.000757181
6618,-0.019483308
9063,0.60557348
205,-0.040749303
5065,-1.205335864
6006,-1.688224422
12432,0.0
320,0.47512721
6154,2.004337525
8369,0.0
11277,-1.021005804
2010,-3.366579524
9013,-1.13011673
1571,0.444422909
12748,1.965763957
11640,0.0
8449,0.0
13233,0.0
9353,0.612025183
5366,-0.213679473
12861,0.598171267
10232,0.0
2370,-0.347143203
8177,0.0
5025,-1.699806123
4682,0.0
6038,0.0
1933,-0.289717932
5690,-0.407124867
14222,-1.444817386
7238,-0.195806463
13287,-2.956642493
1739,-0.481022054
4995,1.741204114
8061,0.0
4870,-0.74012362
12417,0.0
14732,0.0
11658,0.0
13394,-0.216528471
8807,0.23759546
14018,-1.137224603
731,0.0
9575,0.004748296
1832,-0.698231665
4727,-0.506459904
1245,-1.170850569
10593,0.0
1134,-0.04930559
11646,0.0
12606,-1.064110549
12535,-1.682800791
9561,-0.064836169
5557,0.805493838
10225,-0.05926309
12345,-0.769724106
7600,-0.369215399
7603,-0.06050446
7482,-3.708154288
10629,0.0
407,0.44360763
9753,-0.05597792
2972,0.251932892
6499,0.0
1674,0.133016874
13214,-0.255972624
3970,-1.470439657
2396,-1.444369032
398,2.69446628
1573,-1.112629274
5617,-1.175487
11635,0.314902808
13224,0.0
6169,-0.265427632
1431,-0.049392822
3233,-1.200684877
743,3.119224334
12356,-1.149602103
6156,-0.471145577
15114,-0.53302441
3150,0.072681647
4618,2.902604519
8854,-0.375438797
2170,-1.125052247
2728,0.0
2457,-0.829802559
14516,3.484953598
2378,-1.412412679
4258,0.0
55,-0.294609708
15370,-2.597980324
9027,-0.626644849
7688,-0.117883927
2734,-0.30962859
9970,0.189675382
10529,-0.352584957
9958,0.322174857
4256,-1.262137345
1947,0.0
3812,-0.063779059
2096,0.285038734
1079,0.466058921
7474,-3.509478391
12793,-1.210025108
3015,-0.651749056
2088,-3.709458187
9428,0.0
2208,-1.445553826
15173,2.660139865
9323,3.038057058
12907,-4.470439175
2817,-1.170850569
12547,-1.141160944
2380,0.0
9090,0.540742979
1804,0.105495332
14882,-0.563979517
9890,0.000585099
9910,0.113178383
4504,0.0
8087,1.368730883
15439,0.0
6592,0.375700406
3864,0.0
6219,-0.963182898
5184,-1.37571615
5435,0.350562254
8872,0.1967089
12810,-1.235515553
3609,1.60865598
12635,-1.631784173
12100,-2.867042212
4551,-2.55716652
10874,0.0
10891,0.002132292
11792,-0.090275008
4005,-1.004865898
6953,0.137499517
4274,-0.503220685
8542,0.03149418
4785,0.0
13442,1.906152211
12540,-0.950371274
2682,-0.924757784
3764,0.0
3376,-0.074585498
4018,-1.119009656
6662,0.0
2439,-1.261572868
13261,-0.501447555
2665,-1.304587986
90,-2.074480551
12648,-0.706554157
10086,-0.084665605
11577,-0.988020588
14335,-0.33841382
14653,-1.195140901
10998,-2.071388435
1433,-1.771844716
13759,-1.71532425
6086,-1.017711054
317,0.0
15128,-2.026462406
7253,-0.217103751
4875,-0.354068938
12585,0.344611614
3961,-1.109318405
94,-0.680921746
3784,0.0
13304,0.0
12817,-2.192280799
6421,-0.33117322
11983,0.0
7072,0.0
4594,3.320657037
821,-1.145259107
8400,0.177219321
4500,1.905042705
5177,-1.170850569
14770,0.687887185
14500,-2.439416268
12489,-0.747775271
5241,-0.887913905
7402,-0.516357229
11580,0.135171803
12799,0.0
13200,-0.937314211
1666,-0.703872399
5540,-1.39830889
7090,-2.440971761
13836,-1.615596285
9693,0.010919478
115,0.0
12287,0.0
15167,-1.65034201
18,0.0
15047,0.0
9635,-0.593315903
424,0.0
12952,0.0
13286,-1.65596358
10231,-1.185821836
300,0.344691907
9719,0.183638
12034,-1.487638488
9548,-0.050993735
10432,0.0
10978,0.0
9856,2.875041082
12182,-2.536499267
13469,-0.054885908
8312,-1.098968856
1058,0.937818292
5687,2.892072209
2790,-4.827561578
6932,0.080570026
10854,-0.28372914
4696,0.0
7413,-1.004289186
1741,-0.34748193
1736,-0.147790592
7259,2.200324689
15274,-0.329696567
7127,-1.874195063
3639,1.903555946
14271,-0.813124802
5581,-1.198288002
7930,-0.470762395
13156,-0.760260087
2018,0.0
5598,0.265681753
2545,0.0
7677,-1.37621268
11244,0.751402362
4564,-0.270160176
7801,0.0
6218,3.883064452
4602,-0.275790359
8174,0.0
3310,-0.695034235
11226,-0.535175309
13241,0.351345851
1918,-1.262295148
8651,1.156549587
8379,-0.297639834
9930,0.005150329
1530,0.0
11626,-0.200012673
6401,-0.554624717
1842,0.274642292
6604,-0.398194189
6796,0.0
10856,3.798998578
3294,-0.839492934
653,0.0
12439,-0.184750263
12915,-1.170850569
13208,0.0
4264,-1.085264708
13859,-0.301841204
1912,-0.717549459
14871,-0.002368369
11705,-0.159658973
3224,-0.951854564
8315,-1.308018522
1544,-0.035517629
14499,2.440909859
13716,-2.831177031
2021,3.012289649
11222,-0.173382104
5091,-2.365892883
14344,-0.76908287
11634,-0.259543274
1740,-1.230127739
5526,2.748960034
13776,0.0
12142,-0.541532098
5353,-0.839236831
10005,0.191561218
12488,4.616439167
10131,0.0
14876,0.201388428
12792,2.739621707
1868,0.021806077
5337,0.656127492
14527,-0.187228177
7209,-0.299111066
1545,-0.089581478
5270,-0.795762663
7601,0.407180422
599,0.105964525
6181,-0.248280536
1592,0.403592965
1570,-0.589098311
6182,-0.089400716
5465,-0.857985975
11480,-0.136517216
7023,0.96589868
8785,-0.28628669
1948,-0.154958744
5246,0.0
7481,-4.969024859
1871,0.02284437
1002,-0.841717712
9059,-3.933530735
12014,-0.828037754
6130,-3.125335538
4285,-0.62176858
2094,0.063894238
10403,0.0
4938,-0.987510851
7528,-1.804506609
7725,-0.353569434
2047,-1.281375697
13572,0.879935585
13446,0.091472502
14198,-0.062303321
13593,-0.667707093
7287,-0.176054631
1374,-0.188007582
2163,-0.401097085
1764,-1.446232659
6365,-1.226637849
15403,-0.233667713
7737,-0.141630373
5460,-1.066436438
51,-3.023796138
8391,0.27749865
2065,0.0
3360,-0.777318014
359,1.975812395
7722,-0.022817298
833,-1.513516963
13868,0.349989815
863,0.151377606
15227,0.289783441
14512,-2.8616077
13749,-2.911780869
10634,-0.044083117
12226,-1.275210106
7487,-0.907752526
3992,0.0
10889,0.341638887
904,-0.849203222
5831,0.0
1985,-2.77292345
5833,-0.79017999
4162,-0.195058877
14669,-1.17639265
14722,0.0
2761,-0.504673466
7742,0.008411375
11748,-1.565140056
201,-0.517456998
4781,0.0
8788,-0.310740991
10257,0.0
10866,-1.10965811
5122,-2.170744308
11438,0.0
624,-1.033709844
7921,0.07107871
13561,0.0
11874,-0.316310956
10094,-0.002046426
2268,-0.413345743
3954,2.176868546
711,-0.708735828
14569,-1.360560634
10554,0.0
12729,0.679278902
4569,2.387423418
8940,-0.830058074
11474,-0.206851723
7333,-0.70681559
5595,-1.154276409
2146,0.0
110,0.0
6526,0.135565636
6081,0.0
6738,-0.226684587
6933,-0.367032608
5821,-1.272336027
12828,-0.633685207
9,0.091758893
222,-0.233504032
6433,-0.333042877
2839,-0.911822486
6868,-0.069526254
783,-1.066436438
6045,0.0
11317,-0.821913723
14893,2.574418381
8944,0.0
14123,-1.085815565
13178,3.59217071
5068,-1.333930982
1719,-0.712729752
8602,-0.184750263
8014,0.0
8067,-0.163506424
8638,-0.422323509
12529,-0.535259768
14029,-1.911977403
945,0.108042813
10279,0.0
12898,-4.469283712
12627,-1.27232808
10120,0.289147772
6173,-0.068817449
840,-1.51717172
11128,-0.348364742
5236,-0.078925905
668,-1.198907364
9907,4.373845388
10669,0.0
11766,-0.669455503
5945,0.0
4811,-0.944312999
9458,0.229491107
7656,-0.20471995
9982,0.0
10204,1.270817563
12241,-1.067966595
9321,2.914334094
13248,-2.820048171
3031,-0.119900564
12532,0.22754668
6464,-0.056674691
4108,-0.743786425
12893,2.242747466
486,1.097866919
15382,-1.720909917
364,1.282787143
1773,-0.482611401
9588,-0.000192558
10752,0.0
2428,-1.225361138
1279,1.592865912
3436,0.0
9138,-0.306862415
1125,-0.603955481
6067,-0.352076275
12590,2.606985376
8491,0.0
5770,-0.861073198
6726,2.687720856
11261,0.137583595
6200,1.718457861
5268,-1.210620047
6764,0.0
1959,-1.949950425
2564,0.148522538
14172,-0.779712246
14904,-0.708236114
9370,0.0
11150,-0.417431128
1243,0.0
1636,0.0
6415,-0.03328909
5913,-2.581154332
14207,-0.440826556
10491,-0.503720617
5086,-1.320867848
3083,-0.169433404
13435,-0.703965593
12613,-0.790577245
0,0.0
4566,-0.18557693
10696,0.09596409
2092,0.0
14404,0.0
11183,-0.022810954
9869,-0.044687859
12144,-0.443059374
5520,-1.877586475
6841,0.0
2750,-0.686476181
13682,-0.588673821
2494,-0.182579558
5521,-0.13296021
1294,-1.44968756
4223,0.0
10989,-0.288618873
416,0.0
1533,-0.638832175
3135,-0.590360014
15099,-0.499954308
12189,-1.041243301
1211,0.0
6479,0.2479546
13652,-0.297918625
11323,0.0
8197,-0.815611669
8133,0.0
5477,-0.146173571
5056,-0.586188306
5389,-0.454863047
2749,0.0
9648,0.319651829
8445,-1.356814006
10304,-0.763964293
15043,-0.228182257
4552,1.202389753
14332,2.782094617
8009,1.250635409
4094,-0.63893665
6125,-2.091594822
4283,-0.681896026
3446,0.347715946
3876,1.235025172
3690,-0.933691589
13299,0.0
7367,-2.071929379
10813,0.097598221
6485,0.0
9577,4.09371207
5336,-1.584646247
7674,1.213849356
1242,-8.496684635
6497,-0.227419611
1574,-2.294634485
14085,0.0
8678,-0.73150708
2038,-1.180945643
14955,-0.162108089
4243,0.0
191,-0.248707318
1911,-0.427180094
8753,2.712907137
1084,0.793016675
1083,0.256049635
11309,0.0
10719,-1.130771852
7524,-0.185712466
5509,2.385305059
9735,-0.245903804
507,-0.519784152
6163,0.16378897
6165,-1.556135624
9310,2.602324328
10481,-0.685076414
9422,0.0
8126,0.0
9068,-1.217872749
5145,-2.293126385
13363,0.191467134
8433,-0.164670762
7222,-0.048891745
4897,-0.940404707
12005,0.073869957
6851,-0.308041916
7729,-0.448696128
479,-0.009709436
688,-0.269082809
3040,-0.438744733
1829,0.0
3957,0.544055156
4236,0.0
8427,-0.741241705
14009,-1.094281311
4841,-1.128373278
7558,-0.658747399
1342,0.030941577
15332,-2.602668388
316,-1.09726513
8229,0.0
5258,-1.149979208
11084,-0.394552275
12456,0.2515367
6263,0.0
2006,1.972363723
11193,-1.239893334
9015,0.0
5785,0.0
3219,-0.865498697
15263,-1.815256612
6773,0.557677327
3412,-0.94277078
11736,-0.619766762
2928,-0.04184205
8002,-0.578522417
12132,0.0
651,-1.306224461
13206,0.779251482
4849,-0.854675111
7789,-0.207198722
4931,0.0
8110,0.0
2114,1.826952368
2381,0.0
14318,-1.040943607
8272,0.15524181
6340,0.0
13321,-1.093523988
3716,0.0
980,-0.05874765
5752,-1.037095015
8004,-0.810554405
13191,0.0
10404,0.0
7160,-0.316124747
13948,0.499151867
14278,-0.354193727
5109,0.0
2308,-0.541655075
3693,0.658438946
2262,-1.268173614
5171,-1.567111815
13885,-1.223563382
3380,-0.557114022
13036,-0.550936535
5192,1.688795732
7243,-0.243147819
12282,-2.491383685
12043,5.089914872
9932,-0.045839044
13015,-1.490532716
4599,-0.146038009
8120,-0.464911541
6608,0.0
5725,-0.676323209
11812,4.214427041
6301,-0.509080122
11203,0.0
8836,0.97851308
6264,-1.05059246
5446,-0.07821566
2329,-0.961886706
12714,-0.514250806
6268,0.0
4302,0.0
9911,-0.305654139
7317,-0.568115872
11599,0.0
8266,-2.066892525
5727,0.0
2433,-0.963856423
4425,0.181894528
4583,0.0
8841,-0.082032044
1843,-0.14633753
1944,0.0
13025,-0.746840909
1277,-0.148410172
9245,-0.783894493
7526,-0.420522498
13616,-0.262906348
122,-0.68986796
7283,-0.41261006
12412,-0.578874025
14257,-2.140575351
8281,0.512699477
14920,-0.83700131
4154,-0.052574516
12560,-0.147691593
12999,-0.695612578
10586,-3.535145903
14391,-0.595010646
3822,-0.482374278
14758,0.05397006
15153,-2.831537986
4677,-0.857985975
1834,0.0
7341,0.0
9612,0.0
5365,-0.001922006
9435,-0.179301581
12210,0.0
4347,0.0
419,0.0
9415,0.138339674
12380,3.08022166
8041,0.948679715
10651,-0.237339823
12557,2.86738662
9306,-0.040565322
1015,-0.687958636
2394,-1.591101819
13185,-0.069875601
1283,0.0
11168,-0.099131273
12097,0.0
2232,0.607210315
4636,4.38807573
12060,0.0
10996,-2.919806489
13888,-1.187716455
7728,-2.1706045
9625,-0.163903627
3592,0.0
14445,-0.665460106
1670,0.0
5414,2.375723344
10917,-0.156476777
9849,0.727178335
9985,4.106566584
1024,-0.234323433
4986,-1.158798168
13984,0.529101216
1634,0.0
10307,-0.406604625
4422,-1.089439049
5354,-0.087284861
13904,0.0
3800,-1.06059036
3352,-0.959827709
6895,0.011400432
8793,-0.399612575
5860,0.555516251
7035,0.0
9038,0.0
14479,0.523522091
9358,-0.550233303
5415,0.0
4281,-0.960551129
11197,0.010686026
6068,-0.746686562
5514,1.283371783
8127,1.320772751
13683,-3.316861088
12069,-0.807659426
11694,-0.184150936
2816,0.0
12706,-1.354619636
5383,0.037985173
1800,-0.490650662
3549,0.349212147
2284,-0.288506953
7731,2.927253365
8843,0.663074885
3934,-3.321247742
9936,-0.027550249
3021,0.205338673
709,-0.313242505
12101,-0.9648228
3789,-0.175601574
107,0.0
11783,1.332447977
10230,-1.543557531
2475,-0.697058168
4313,-0.579728485
3914,0.0
10497,2.539159337
14709,0.0
8867,0.127192108
11848,0.794283079
5734,-1.177133086
4352,0.0
987,0.323316579
3279,0.0
12776,0.620757363
7578,0.0
5318,-1.525104468
10298,0.0
2944,0.774117988
10332,0.209106025
12234,-1.208119332
11042,-0.256509826
14370,-0.696655933
3493,-0.901557571
13247,-4.337540501
6096,-0.419050895
6469,-0.186053918
3312,-0.176962955
4397,-1.1928245
13820,-0.548126808
8208,-0.777805877
14392,-2.288235659
5347,-2.472396096
14229,-0.579758243
6345,-0.439429158
13739,2.071178281
2338,-0.24596384
2155,-1.403093455
6675,0.0
7310,-0.002188969
10217,0.0
1525,-1.001956468
7877,-1.163439401
4453,0.0
258,0.0
810,0.0
10821,1.534030133
9287,0.722578772
4435,4.381474848
3829,0.479815873
10538,0.285430558
8829,-0.870544049
12,0.0
2278,-1.641396842
14589,0.0
3366,0.0
7234,-1.24238017
8568,0.0
12975,-1.475541396
12205,0.0
2907,-0.884108694
3519,-0.323721742
13096,-2.245184227
4433,-1.021991348
4292,-0.818975438
3949,2.514611402
10420,0.0
12882,-1.893721688
4260,-1.423421705
4278,-0.600137645
6309,1.910813191
4557,-2.000662722
6107,-0.417726474
2102,0.0
6834,0.0
5398,-1.379387278
3815,-0.002836911
9174,0.750626331
13681,-0.639376261
9351,0.0
3107,0.0
749,-0.477119673
9779,-0.163561615
2447,0.315847063
1166,0.0
9613,-0.274715969
5099,-1.262426245
1354,-0.24342948
12672,0.618916912
11600,0.0
14313,2.713893076
10273,0.710466021
5868,-1.574141517
14349,-0.156427967
4840,-1.846739001
4835,-1.085862114
6836,1.467783601
14868,-1.012953986
12607,2.038081902
9788,-0.181420164
15374,-0.487177979
3842,-0.355933581
1136,2.309482227
1258,-0.936322906
1357,1.851023
3378,1.012935087
14688,3.417921714
346,-0.436908412
14771,0.0
6931,-1.193230799
3994,0.918960902
5063,-2.206367622
13035,-0.441611401
12779,-0.294246059
2919,-1.435346992
6337,0.076479586
13288,-2.433751594
10105,-0.408785625
4572,0.110622874
3000,0.264034197
4715,-0.845595116
2651,-0.881698318
1095,2.678453236
4757,-0.084319499
