,Bug 1,Bug 2,Carbon,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y
7268,RP2,BI,Sucrose01,52.79252193,1274.718934,-1.644973949,41.15677119694692,-50.67723232702849,-4757.977930250542,-1619.4842856891546,-299.77172516681986,276.64167543083903,-0.7928518257374005,0.1173580381058817,-0.7807537139600523,0.0380225394363147
2192,PR2,PAg1,Xylose,-10.07006193,13552.68073,693.9718437,-141.69791324542336,83.7463295724906,-262.62735676487785,-1831.719518216824,4975.540851918478,1225.075731282064,1.6398755564620169,0.0056531287404293,-0.6443154712889336,-0.2220118218825399
1117,BI,PAg2,Glucose01,45.76606953,2388.544346,47.62975059,-1.6947592604993815,31.59058032180837,-3498.5210735170613,-668.5771724619559,34.74663611455266,-476.3321488083415,-0.7807537139600523,0.0380225394363147,-0.6309041661015486,-0.2015744697433372
7809,PAl,KA,Glycerol01,80.90633704,2735.116465,103.063435,42.57966362941352,45.412652317816544,-2693.764801775901,-38.33286753751476,17.417784035200434,-505.83857085624544,-0.5643511278633632,-0.250667083381068,-0.7612583622572914,0.0598887978357191
3082,PP,PAg3,Proline01,676.2995853,10811.68222,123.2337521,62.303215636347424,8.044447694098267,-3596.306299453788,-268.0285673898953,262.2626062599346,-271.902723882693,1.7082373371805837,0.0228923513977414,-0.5989515583467925,-0.2484610553238693
8082,RP1,KA,Glycerol01,89.41013062,2035.300418,103.063435,8.130140938543606,45.412652317816544,-2693.764801775901,-38.33286753751476,17.417784035200434,-505.83857085624544,-0.796280534436652,0.1132262738115668,-0.7612583622572914,0.0598887978357191
11344,EC,PK,Pyruvate,2921.91896,24534.68473,5656.948072,15.250733050000123,1222.873686122816,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,-0.6435193071495694,-0.04782846145587,1.734465090778677,0.0343645341896359
9532,LA,EC,Isoleucine,13.09696894,28495.55031,3.2700765,9.113373000641332,-43.809217749999895,-1324.847017196924,4644.41825479104,-3265.222345649704,-1250.099393062326,-0.7710003090347234,0.0770753917642925,-0.6435193071495694,-0.04782846145587
5426,PP,RP2,Galactose,14.92766928,11600.0096,592.200481,-84.76155150949545,308.45391236603405,8198.217860856765,-3472.529591636279,1585.0405516719188,347.43177064176416,1.7082373371805837,0.0228923513977414,-0.7928518257374005,0.1173580381058817
4536,PAr,EL,Isoleucine,3095.88357,12113.08256,0.393566165,-76.08175276587191,-37.13274993142704,-1324.847017196924,4644.41825479104,-3265.222345649704,-1250.099393062326,1.5779525775593926,-0.0142748062335358,-0.7347306548489613,-0.0440939376470185
4708,PAl,RP2,Mix,787.6045154,1492.6563,433.5654569,233.76114045077225,371.85615064800027,2759.911010298725,3559.081141984618,935.9820333754828,1520.1451734521138,-0.5643511278633632,-0.250667083381068,-0.7928518257374005,0.1173580381058817
14369,KA,PH,Melezitose,4.49688524,17723.34851,21.82358694,-8.387609580039339,-162.09864241251887,-5011.342115777467,-2263.3790096722782,132.0093092392279,-402.5875347805217,-0.7612583622572914,0.0598887978357191,1.675692322398025,0.0107785747182994
2135,PR1,PAg1,Glutamine,4340.700176,15112.85929,1101.221611,957.2343877601484,-26.36452444995859,675.2104018554141,5232.697271642289,-17.614236442801648,-502.4393323583622,1.62148647467857,-0.002116133365859,-0.6443154712889336,-0.2220118218825399
4306,KA,EL,Sucrose,8.461433748,2466.528455,548.6803869,-3.8214280465731454,515.6661745261067,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,-0.7612583622572914,0.0598887978357191,-0.7347306548489613,-0.0440939376470185
13262,PAg2,PR2,Cellobiose,24.65506664,14054.96924,-28.48206877,-11.913312439936703,-147.27384223580182,-4540.841100752734,-2411.5148155820675,194.30540693002573,224.30168399432355,-0.6309041661015486,-0.2015744697433372,1.6398755564620169,0.0056531287404293
12637,EL,PAr,Arginine,14.2141903,12113.08256,3211.301349,-36.135358374172256,64.9947719636849,-1129.935928584828,3502.6115764486026,-36.78411927863289,-1543.010452599992,-0.7347306548489613,-0.0440939376470185,1.5779525775593926,-0.0142748062335358
6817,PR1,SF1,Fumarate,2875.332985,17472.52767,-6.030823688,792.9495924122277,-13.28696880779478,-1109.7987677274416,3536.582028637915,422.8306259242859,-922.8124517836892,1.62148647467857,-0.002116133365859,-0.7354472493977712,0.2471410927598533
820,PAg2,PAg2,Xylose,302.7197644,0.0,302.7197644,10.39687068520368,10.39687068520368,-262.62735676487785,-1831.719518216824,4975.540851918478,1225.075731282064,-0.6309041661015486,-0.2015744697433372,-0.6309041661015486,-0.2015744697433372
8555,PP,KA,Glycerol01,1167.360438,11796.43621,103.063435,36.34144084927971,45.412652317816544,-2693.764801775901,-38.33286753751476,17.417784035200434,-505.83857085624544,1.7082373371805837,0.0228923513977414,-0.7612583622572914,0.0598887978357191
5766,RP1,RP1,Raffinose,675.1495177,0.0,675.1495177,323.6758373859231,323.6758373859231,-4940.437649331323,-2342.738629531002,181.70556618915427,-271.3795787270663,-0.796280534436652,0.1132262738115668,-0.796280534436652,0.1132262738115668
5614,PAg3,RP1,Mix,533.7454896,2021.884796,528.5483799,363.7459363370293,376.17824531835504,2759.911010298725,3559.081141984618,935.9820333754828,1520.1451734521138,-0.5989515583467925,-0.2484610553238693,-0.796280534436652,0.1132262738115668
11936,RP1,PR1,Serine,16.1364286,16104.34438,1972.995184,-47.74110497312632,-59.697394961915286,-2788.449131408402,1881.6342611257503,-1751.9151684974338,-105.7903740546841,-0.796280534436652,0.1132262738115668,1.62148647467857,-0.002116133365859
10692,PR1,EA,Glycerol,6590.496109,16694.40038,1060.502384,32.489578035771274,182.01385299517145,7432.507689247068,1108.0144049648736,-1882.1951300912435,-2786.313227145484,1.62148647467857,-0.002116133365859,-0.7286059140580324,0.2582533144674926
1542,PAl,PAg1,Glycerol01,80.90633704,3427.532393,88.03408691,42.57966362941352,14.352782037452812,-2693.764801775901,-38.33286753751476,17.417784035200434,-505.83857085624544,-0.5643511278633632,-0.250667083381068,-0.6443154712889336,-0.2220118218825399
12770,BI,PAr,Fructose,731.827544,12660.0197,2452.706592,229.3530295149837,-25.67949151551852,7263.078621203025,-1947.930074785628,323.1544970230396,-1540.2701117941529,-0.7807537139600523,0.0380225394363147,1.5779525775593926,-0.0142748062335358
7199,EL,BI,Xylose,881.0785403,1468.161998,809.4465804,386.01790269421167,41.32327663982721,-262.62735676487785,-1831.719518216824,4975.540851918478,1225.075731282064,-0.7347306548489613,-0.0440939376470185,-0.7807537139600523,0.0380225394363147
3795,PR2,LA,Sucrose,5644.208115,15023.09028,423.5670679,378.6347692545015,193.79305105293804,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,1.6398755564620169,0.0056531287404293,-0.7710003090347234,0.0770753917642925
13076,PAr,PAr,Mix,2847.360446,0.0,2847.360446,814.3252126023007,814.3252126023007,2759.911010298725,3559.081141984618,935.9820333754828,1520.1451734521138,1.5779525775593926,-0.0142748062335358,1.5779525775593926,-0.0142748062335358
4750,PAg1,RP2,ArabinoseL,685.5277092,2848.933879,512.1652468,347.19937704179426,408.9874868119989,12335.053502387886,-3617.8105890062825,1182.344749016968,-1156.2145892128715,-0.6443154712889336,-0.2220118218825399,-0.7928518257374005,0.1173580381058817
11544,PR2,PK,Pyruvate,2778.361245,15943.93743,5656.948072,612.2823895495612,1222.873686122816,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,1.6398755564620169,0.0056531287404293,1.734465090778677,0.0343645341896359
7382,BI,BI,Trehalose,656.3308861,0.0,656.3308861,214.10024914765685,214.10024914765685,2811.75714720898,-1159.308043177844,-3721.7069147277375,-1751.0798820505725,-0.7807537139600523,0.0380225394363147,-0.7807537139600523,0.0380225394363147
11743,PAg1,PR1,Sorbitol,9.798746427,15112.85929,3898.376551,-71.99850623527287,199.6746827113213,3025.109188570561,-4388.14781823144,-1239.609695631989,-2140.1307152473296,-0.6443154712889336,-0.2220118218825399,1.62148647467857,-0.002116133365859
147,PAg3,PAl,Sucrose01,67.3341732,2513.886583,38.83647778,46.85237038307832,22.787102043072075,-4757.977930250542,-1619.4842856891546,-299.77172516681986,276.64167543083903,-0.5989515583467925,-0.2484610553238693,-0.5643511278633632,-0.250667083381068
1297,PK,PAg2,GlcNAc,76.69164428,18894.77465,984.150889,-70.14931242340685,314.0824461026133,2605.0300383812646,-701.6177193137013,-4124.15408876552,3189.88327600666,1.734465090778677,0.0343645341896359,-0.6309041661015486,-0.2015744697433372
42,PAg2,PAl,Ribose,758.6572441,2448.638991,358.8712166,190.38609202116183,75.49254225296306,-1694.9022807554345,-240.82647191593367,4172.71385273874,1168.1224639327693,-0.6309041661015486,-0.2015744697433372,-0.5643511278633632,-0.250667083381068
7377,BI,BI,Proline,149.0675036,0.0,149.0675036,-38.58526980872648,-38.58526980872648,3883.9113678546114,9886.057996490275,1037.753729077042,-486.5582940690135,-0.7807537139600523,0.0380225394363147,-0.7807537139600523,0.0380225394363147
9653,SF1,EC,Xylose,313.6250123,29179.12915,2611.395172,1.1436914422440625,-33.03590010000005,-262.62735676487785,-1831.719518216824,4975.540851918478,1225.075731282064,-0.7354472493977712,0.2471410927598533,-0.6435193071495694,-0.04782846145587
6601,BI,SF1,Glutamine,77.82087695,1824.987984,5.597572136,-48.00755348376299,-12.55631751351484,675.2104018554141,5232.697271642289,-17.614236442801648,-502.4393323583622,-0.7807537139600523,0.0380225394363147,-0.7354472493977712,0.2471410927598533
2577,RP2,PAg3,Sucrose01,52.79252193,1948.097629,67.3341732,41.15677119694692,46.85237038307832,-4757.977930250542,-1619.4842856891546,-299.77172516681986,276.64167543083903,-0.7928518257374005,0.1173580381058817,-0.5989515583467925,-0.2484610553238693
5004,SF1,RP2,Sorbitol,308.0020668,1869.948565,578.5580697,57.14643016282298,445.35855692088217,3025.109188570561,-4388.14781823144,-1239.609695631989,-2140.1307152473296,-0.7354472493977712,0.2471410927598533,-0.7928518257374005,0.1173580381058817
1514,PP,PAg2,Maltose,1.542519826,10982.19141,582.3696126,-91.68654546369646,47.78767132564644,-4304.747933170012,-2670.2739647436097,135.29734897242852,85.30821748610386,1.7082373371805837,0.0228923513977414,-0.6309041661015486,-0.2015744697433372
5172,EC,RP2,Sucrose,8.7570777,28039.69158,702.0357762,-41.90109634999988,529.3719424765336,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,-0.6435193071495694,-0.04782846145587,-0.7928518257374005,0.1173580381058817
14421,EC,PH,GlcNAc,5976.153,29008.51306,5123.533732,272.51966425000006,-90.08017356630327,2605.0300383812646,-701.6177193137013,-4124.15408876552,3189.88327600666,-0.6435193071495694,-0.04782846145587,1.675692322398025,0.0107785747182994
5931,EC,RP1,Galactose,10721.52084,27420.06137,810.3343593,90.02984759999994,242.39872534924703,8198.217860856765,-3472.529591636279,1585.0405516719188,347.43177064176416,-0.6435193071495694,-0.04782846145587,-0.796280534436652,0.1132262738115668
12615,EL,PAr,Fructose,641.4278872,12113.08256,2452.706592,540.1369802421303,-25.67949151551852,7263.078621203025,-1947.930074785628,323.1544970230396,-1540.2701117941529,-0.7347306548489613,-0.0440939376470185,1.5779525775593926,-0.0142748062335358
10430,SF1,EA,Proline01,7.092706874,1673.003795,44.51660534,-4.559654367725557,-22.59775509280985,-3596.306299453788,-268.0285673898953,262.2626062599346,-271.902723882693,-0.7354472493977712,0.2471410927598533,-0.7286059140580324,0.2582533144674926
3577,EC,LA,Pyruvate,2921.91896,28495.55031,425.2697071,15.250733050000123,38.02554719469879,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,-0.6435193071495694,-0.04782846145587,-0.7710003090347234,0.0770753917642925
14436,EC,PH,Arginine,12.9357912,29008.51306,2534.64988,-38.806667899999866,-45.70098169820801,-1129.935928584828,3502.6115764486026,-36.78411927863289,-1543.010452599992,-0.6435193071495694,-0.04782846145587,1.675692322398025,0.0107785747182994
9922,PR1,EC,Glucose01,1014.577994,21782.59962,350.7355648,92.48752557718024,336.03931879999993,-3498.5210735170613,-668.5771724619559,34.74663611455266,-476.3321488083415,1.62148647467857,-0.002116133365859,-0.6435193071495694,-0.04782846145587
10348,RP2,EA,Succinate,12.05444505,1895.844175,244.2829916,7.8647985346150335,-7.711269312079253,-492.129761316511,3883.979543166541,683.8780109038099,-547.0296480788238,-0.7928518257374005,0.1173580381058817,-0.7286059140580324,0.2582533144674926
14675,PH,PH,Uridine,-3.322145281,0.0,-3.322145281,-166.7262626008511,-166.7262626008511,-3560.7358050403977,-1562.526406150641,1570.3753444107017,-599.4438837790732,1.675692322398025,0.0107785747182994,1.675692322398025,0.0107785747182994
5571,PAg1,RP1,Melezitose,-10.31875889,2574.004683,7.216067591,-73.7338365605914,-48.6748632487554,-5011.342115777467,-2263.3790096722782,132.0093092392279,-402.5875347805217,-0.6443154712889336,-0.2220118218825399,-0.796280534436652,0.1132262738115668
5511,PAg2,RP1,Pyruvate01,134.6413267,2536.243819,49.14971912,5.496173235003312,-30.871942880369943,-3806.052493422824,-973.2049868701582,289.13287850378003,-91.69461650408572,-0.6309041661015486,-0.2015744697433372,-0.796280534436652,0.1132262738115668
14025,PAg2,PH,Glucose,453.7119951,17114.07503,5940.261662,498.3835259034684,33.27312473548079,6993.702758671064,1677.726611654751,660.7704706046808,3077.1319408875897,-0.6309041661015486,-0.2015744697433372,1.675692322398025,0.0107785747182994
3746,PAr,LA,Serine,2330.760276,12663.2972,49.04281062,80.49040490248252,19.687265807041285,-2788.449131408402,1881.6342611257503,-1751.9151684974338,-105.7903740546841,1.5779525775593926,-0.0142748062335358,-0.7710003090347234,0.0770753917642925
14843,PAg3,PP,Citrate,289.1242659,10811.68222,2244.828798,11.38000067427538,776.247381885047,-1541.2519523501269,2693.6455479560072,319.2770112890751,-323.4601435791636,-0.5989515583467925,-0.2484610553238693,1.7082373371805837,0.0228923513977414
15304,PR1,PP,Arginine,2394.953195,11808.90188,3200.071767,-69.74732693332953,569.6400490140672,-1129.935928584828,3502.6115764486026,-36.78411927863289,-1543.010452599992,1.62148647467857,-0.002116133365859,1.7082373371805837,0.0228923513977414
12632,EL,PAr,Serine,40.42155226,12113.08256,2330.760276,-23.513018279739644,80.49040490248252,-2788.449131408402,1881.6342611257503,-1751.9151684974338,-105.7903740546841,-0.7347306548489613,-0.0440939376470185,1.5779525775593926,-0.0142748062335358
6729,EA,SF1,Fructose,512.4687396,1673.003795,270.5590967,229.82351169736185,67.47115084436393,7263.078621203025,-1947.930074785628,323.1544970230396,-1540.2701117941529,-0.7286059140580324,0.2582533144674926,-0.7354472493977712,0.2471410927598533
15021,SF1,PP,Rhamnose,65.59638661,12040.1984,9.987147953,-10.727567820255215,-84.99353256421568,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.7354472493977712,0.2471410927598533,1.7082373371805837,0.0228923513977414
8933,BI,CF,Ribose,741.1538187,2391.308377,853.7904747,169.19014244513173,115.59161451899556,-1694.9022807554345,-240.82647191593367,4172.71385273874,1168.1224639327693,-0.7807537139600523,0.0380225394363147,-0.7747391645761742,0.0463737318058709
1417,PR2,PAg2,Pyruvate,2778.361245,14054.96924,994.957644,612.2823895495612,16.653606139226323,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,1.6398755564620169,0.0056531287404293,-0.6309041661015486,-0.2015744697433372
4786,PAg1,RP2,Uridine,44.19359528,2848.933879,18.21134683,-61.41379736739714,3.862364301855905,-3560.7358050403977,-1562.526406150641,1570.3753444107017,-599.4438837790732,-0.6443154712889336,-0.2220118218825399,-0.7928518257374005,0.1173580381058817
8816,RP2,CF,Rhamnose,590.579833,2621.418162,664.1993232,316.8588901629413,1.6834373850417703,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.7928518257374005,0.1173580381058817,-0.7747391645761742,0.0463737318058709
274,RP1,PAl,Rhamnose,797.4163683,1982.709071,51.59125865,293.80265533852287,20.222767023358983,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.796280534436652,0.1132262738115668,-0.5643511278633632,-0.250667083381068
4225,SF1,EL,Cellobiose,-6.269152666,2083.086451,520.2544446,-14.556253540599528,492.02853993894325,-4540.841100752734,-2411.5148155820675,194.30540693002573,224.30168399432355,-0.7354472493977712,0.2471410927598533,-0.7347306548489613,-0.0440939376470185
8446,PAr,KA,Cellobiose,36.81011862,11870.31428,1312.868357,-87.95675675920107,423.42642898816575,-4540.841100752734,-2411.5148155820675,194.30540693002573,224.30168399432355,1.5779525775593926,-0.0142748062335358,-0.7612583622572914,0.0598887978357191
12639,EL,PAr,Cellobiose,520.2544446,12113.08256,36.81011862,492.02853993894325,-87.95675675920107,-4540.841100752734,-2411.5148155820675,194.30540693002573,224.30168399432355,-0.7347306548489613,-0.0440939376470185,1.5779525775593926,-0.0142748062335358
6541,SF1,SF1,Rhamnose,65.59638661,0.0,65.59638661,-10.727567820255215,-10.727567820255215,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.7354472493977712,0.2471410927598533,-0.7354472493977712,0.2471410927598533
6151,PR2,RP1,Sucrose,5644.208115,14671.86682,813.4376563,378.6347692545015,396.2206250802466,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,1.6398755564620169,0.0056531287404293,-0.796280534436652,0.1132262738115668
14496,PK,PH,Glucose,6356.45622,15536.57509,5940.261662,662.6402964309823,33.27312473548079,6993.702758671064,1677.726611654751,660.7704706046808,3077.1319408875897,1.734465090778677,0.0343645341896359,1.675692322398025,0.0107785747182994
6600,BI,SF1,Proline01,90.25058066,1824.987984,7.092706874,-37.29324757405106,-4.559654367725557,-3596.306299453788,-268.0285673898953,262.2626062599346,-271.902723882693,-0.7807537139600523,0.0380225394363147,-0.7354472493977712,0.2471410927598533
5817,BI,RP1,Glucose01,45.76606953,1590.781117,48.26435576,-1.6947592604993815,-4.704721750977342,-3498.5210735170613,-668.5771724619559,34.74663611455266,-476.3321488083415,-0.7807537139600523,0.0380225394363147,-0.796280534436652,0.1132262738115668
13103,PR2,PAr,Glutamine,3813.019284,8586.542597,3467.252108,1184.0687422336532,880.3924532359441,675.2104018554141,5232.697271642289,-17.614236442801648,-502.4393323583622,1.6398755564620169,0.0056531287404293,1.5779525775593926,-0.0142748062335358
1253,EA,PAg2,Fructose,512.4687396,2244.710436,530.6003674,229.82351169736185,335.02543311812326,7263.078621203025,-1947.930074785628,323.1544970230396,-1540.2701117941529,-0.7286059140580324,0.2582533144674926,-0.6309041661015486,-0.2015744697433372
2346,PAl,PAg3,Uridine,24.26165224,2513.886583,45.20176091,-15.22888085815839,8.877140297572963,-3560.7358050403977,-1562.526406150641,1570.3753444107017,-599.4438837790732,-0.5643511278633632,-0.250667083381068,-0.5989515583467925,-0.2484610553238693
1576,PAg2,PAg1,Citrate,-8.747030181,2692.395439,436.7200356,-12.49928937018194,-56.366048330409285,-1541.2519523501269,2693.6455479560072,319.2770112890751,-323.4601435791636,-0.6309041661015486,-0.2015744697433372,-0.6443154712889336,-0.2220118218825399
9436,PAg1,EC,Rhamnose,1024.439588,27188.74531,658.9221406,236.20034095945664,-29.882237000000032,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.6443154712889336,-0.2220118218825399,-0.6435193071495694,-0.04782846145587
10478,BI,EA,Raffinose,7.328165576,2084.359726,-0.61984822,-47.088707722827166,-20.233022953789032,-4940.437649331323,-2342.738629531002,181.70556618915427,-271.3795787270663,-0.7807537139600523,0.0380225394363147,-0.7286059140580324,0.2582533144674926
3838,PH,LA,Raffinose,-25.18742046,17906.13677,587.969406,-216.8012152165652,195.92925889526816,-4940.437649331323,-2342.738629531002,181.70556618915427,-271.3795787270663,1.675692322398025,0.0107785747182994,-0.7710003090347234,0.0770753917642925
12759,SF1,PAr,Raffinose,262.325364,13394.01339,0.751250416,63.57120224346204,-104.66779419710258,-4940.437649331323,-2342.738629531002,181.70556618915427,-271.3795787270663,-0.7354472493977712,0.2471410927598533,1.5779525775593926,-0.0142748062335358
15148,CF,PP,Trehalose,999.1380042,11584.66813,-17.29654318,314.76768203110265,-92.66342511945686,2811.75714720898,-1159.308043177844,-3721.7069147277375,-1751.0798820505725,-0.7747391645761742,0.0463737318058709,1.7082373371805837,0.0228923513977414
9320,PP,CF,ArabinoseD,-22.38904154,11584.66813,-1.925921568,-83.61422954532544,-47.05443975156516,-5001.488171724186,-2267.6661119247383,146.25780552009113,-359.92321590704427,1.7082373371805837,0.0228923513977414,-0.7747391645761742,0.0463737318058709
12579,LA,PAr,Mannose,680.7820772,12663.2972,1134.910363,310.545805260138,4.086764221235853,4229.791528385384,-4490.077254606668,-1384.776616013011,893.8952593094275,-0.7710003090347234,0.0770753917642925,1.5779525775593926,-0.0142748062335358
3973,PAg1,EL,Pyruvate01,122.0155996,2728.445685,49.21693108,-60.95264413865197,7.0185061596079095,-3806.052493422824,-973.2049868701582,289.13287850378003,-91.69461650408572,-0.6443154712889336,-0.2220118218825399,-0.7347306548489613,-0.0440939376470185
8240,CF,KA,Serine,149.9287481,1328.66454,74.45514965,-35.64782420336519,-12.096226462202706,-2788.449131408402,1881.6342611257503,-1751.9151684974338,-105.7903740546841,-0.7747391645761742,0.0463737318058709,-0.7612583622572914,0.0598887978357191
3071,PP,PAg3,Pyruvate01,410.4593933,10811.68222,90.97960709,21.07331503187038,21.262622369375208,-3806.052493422824,-973.2049868701582,289.13287850378003,-91.69461650408572,1.7082373371805837,0.0228923513977414,-0.5989515583467925,-0.2484610553238693
3834,PH,LA,Maltose,-0.992426514,17906.13677,622.4560099,-166.41137555370256,29.791431184547942,-4304.747933170012,-2670.2739647436097,135.29734897242852,85.30821748610386,1.675692322398025,0.0107785747182994,-0.7710003090347234,0.0770753917642925
4507,PR1,EL,Uridine,872.3108195,16019.70794,129.0743632,-91.01938936683734,-22.533192664063908,-3560.7358050403977,-1562.526406150641,1570.3753444107017,-599.4438837790732,1.62148647467857,-0.002116133365859,-0.7347306548489613,-0.0440939376470185
4796,PAg3,RP2,Glucose,588.6722137,1948.097629,494.1570613,349.4155930844882,452.47322845755286,6993.702758671064,1677.726611654751,660.7704706046808,3077.1319408875897,-0.5989515583467925,-0.2484610553238693,-0.7928518257374005,0.1173580381058817
15418,PH,PP,Glutamine,4293.519418,12920.1853,2832.655506,1053.7191427937862,1410.1081216539212,675.2104018554141,5232.697271642289,-17.614236442801648,-502.4393323583622,1.675692322398025,0.0107785747182994,1.7082373371805837,0.0228923513977414
7935,PAg3,KA,Trehalose,743.2465447,2817.641589,1277.856607,311.0672203421882,365.4714378056658,2811.75714720898,-1159.308043177844,-3721.7069147277375,-1751.0798820505725,-0.5989515583467925,-0.2484610553238693,-0.7612583622572914,0.0598887978357191
14646,PH,PH,Glucose01,1125.867885,0.0,1125.867885,-119.389991926496,-119.389991926496,-3498.5210735170613,-668.5771724619559,34.74663611455266,-476.3321488083415,1.675692322398025,0.0107785747182994,1.675692322398025,0.0107785747182994
983,EL,PAg2,Glycerol,651.9807415,1967.141387,570.1050067,533.6221096616518,315.2827351707649,7432.507689247068,1108.0144049648736,-1882.1951300912435,-2786.313227145484,-0.7347306548489613,-0.0440939376470185,-0.6309041661015486,-0.2015744697433372
1475,PH,PAg2,Sucrose,6136.98336,17114.07503,854.9095487,121.44999713910612,599.8065591527396,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,1.675692322398025,0.0107785747182994,-0.6309041661015486,-0.2015744697433372
8494,PR2,KA,Uridine,63.84613163,14648.9878,305.6284605,-130.39502607945826,13.29749346463086,-3560.7358050403977,-1562.526406150641,1570.3753444107017,-599.4438837790732,1.6398755564620169,0.0056531287404293,-0.7612583622572914,0.0598887978357191
1635,PAg1,PAg1,Arabinogalactan,6.303480536,0.0,6.303480536,-50.41772998983902,-50.41772998983902,-4581.420859279718,-1846.999838152701,319.7856159200177,-422.9077578641416,-0.6443154712889336,-0.2220118218825399,-0.6443154712889336,-0.2220118218825399
7975,LA,KA,Trehalose,465.286272,2760.371344,1277.856607,247.0880665296149,365.4714378056658,2811.75714720898,-1159.308043177844,-3721.7069147277375,-1751.0798820505725,-0.7710003090347234,0.0770753917642925,-0.7612583622572914,0.0598887978357191
12120,EC,PR1,Proline,31.1383256,21782.59962,5840.438464,-32.165528800000054,38.710275776339934,3883.9113678546114,9886.057996490275,1037.753729077042,-486.5582940690135,-0.6435193071495694,-0.04782846145587,1.62148647467857,-0.002116133365859
12870,CF,PAr,Sucrose,-4.385189411,11814.71094,-5.568418522,-41.69380190202367,-107.20217821493202,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,-0.7747391645761742,0.0463737318058709,1.5779525775593926,-0.0142748062335358
15033,SF1,PP,Glycerol,178.2126133,12040.1984,4847.304927,41.10910889915613,58.72727253663425,7432.507689247068,1108.0144049648736,-1882.1951300912435,-2786.313227145484,-0.7354472493977712,0.2471410927598533,1.7082373371805837,0.0228923513977414
8668,PAg1,CF,Fumarate,453.0155802,3156.968542,5.761601496,145.20930544769814,-43.83158487691936,-1109.7987677274416,3536.582028637915,422.8306259242859,-922.8124517836892,-0.6443154712889336,-0.2220118218825399,-0.7747391645761742,0.0463737318058709
7223,EL,BI,Isoleucine,0.393566165,1468.161998,-12.40690643,-37.13274993142704,-45.86325900965301,-1324.847017196924,4644.41825479104,-3265.222345649704,-1250.099393062326,-0.7347306548489613,-0.0440939376470185,-0.7807537139600523,0.0380225394363147
13213,PAl,PR2,Citrate,287.2254931,14747.86023,1786.835999,-17.511412938181024,626.4833380048202,-1541.2519523501269,2693.6455479560072,319.2770112890751,-323.4601435791636,-0.5643511278633632,-0.250667083381068,1.6398755564620169,0.0056531287404293
11595,PH,PK,Proline01,1350.134655,15536.57509,1143.234254,-56.44128257652847,45.14972527535531,-3596.306299453788,-268.0285673898953,262.2626062599346,-271.902723882693,1.675692322398025,0.0107785747182994,1.734465090778677,0.0343645341896359
9361,PAl,EC,ArabinoseL,755.5035422,28120.71471,13685.07104,120.9178289559352,182.2864551,12335.053502387886,-3617.8105890062825,1182.344749016968,-1156.2145892128715,-0.5643511278633632,-0.250667083381068,-0.6435193071495694,-0.04782846145587
5608,PAg3,RP1,Sucrose01,67.3341732,2021.884796,58.94661914,46.85237038307832,-20.984449613939205,-4757.977930250542,-1619.4842856891546,-299.77172516681986,276.64167543083903,-0.5989515583467925,-0.2484610553238693,-0.796280534436652,0.1132262738115668
2469,LA,PAg3,Rhamnose,528.6002891,1755.049586,790.360135,48.67671188792485,186.44289649386337,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.7710003090347234,0.0770753917642925,-0.5989515583467925,-0.2484610553238693
11765,PAg3,PR1,Rhamnose,790.360135,15827.3151,44.31295816,186.44289649386337,-92.20204090317054,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,-0.5989515583467925,-0.2484610553238693,1.62148647467857,-0.002116133365859
15039,SF1,PP,Proline01,7.092706874,12040.1984,676.2995853,-4.559654367725557,62.303215636347424,-3596.306299453788,-268.0285673898953,262.2626062599346,-271.902723882693,-0.7354472493977712,0.2471410927598533,1.7082373371805837,0.0228923513977414
3521,KA,LA,Melezitose,4.49688524,2760.371344,19.69601711,-8.387609580039339,13.560059051202073,-5011.342115777467,-2263.3790096722782,132.0093092392279,-402.5875347805217,-0.7612583622572914,0.0598887978357191,-0.7710003090347234,0.0770753917642925
14038,PAg2,PH,Proline,902.3713508,17114.07503,6482.572831,-7.823530720007625,-116.57440644938912,3883.9113678546114,9886.057996490275,1037.753729077042,-486.5582940690135,-0.6309041661015486,-0.2015744697433372,1.675692322398025,0.0107785747182994
