,Bug 1,Bug 2,Carbon,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y
72,PAg2,PAl,Arabinogalactan,11.28260577,2448.638991,5.869899588,-2.8956727440346413,-4.90414396802862,-4581.420859279718,-1846.999838152701,319.7856159200177,-422.9077578641416,-0.6309041661015486,-0.2015744697433372,-0.5643511278633632,-0.250667083381068
13947,PP,PR2,Fructose,3333.591127,11872.83856,2348.146038,1115.9075108094128,-57.72414114830451,7263.078621203025,-1947.930074785628,323.1544970230396,-1540.2701117941529,1.7082373371805837,0.0228923513977414,1.6398755564620169,0.0056531287404293
11403,EA,PK,Sucrose,-2.247864228,19668.42264,-15.55328773,-23.80935853761764,-92.00765766832993,-2689.207894007573,2758.239159096253,-4003.379981210841,4360.020146252447,-0.7286059140580324,0.2582533144674926,1.734465090778677,0.0343645341896359
812,PAl,PAg2,Lactose,658.7399065,2448.638991,-7.070839856,-16.58275010423938,-14.951120829715933,4030.8857189822543,-8472.949601319571,-1673.018014133581,822.9364983016548,-0.5643511278633632,-0.250667083381068,-0.6309041661015486,-0.2015744697433372
5158,EC,RP2,Glycerol,8168.607955,28039.69158,703.8481212,66.89270390000001,224.51947000242345,7432.507689247068,1108.0144049648736,-1882.1951300912435,-2786.313227145484,-0.6435193071495694,-0.04782846145587,-0.7928518257374005,0.1173580381058817
632,PAr,PAl,Mannose,1134.910363,12431.63287,462.4562098,4.086764221235853,79.2026619371237,4229.791528385384,-4490.077254606668,-1384.776616013011,893.8952593094275,1.5779525775593926,-0.0142748062335358,-0.5643511278633632,-0.250667083381068
6443,EL,SF1,Mannitol,533.2065005,2083.086451,220.7299314,568.7628867806021,77.44171199172627,4703.716698953833,-39.59385830218482,2060.655140294677,1986.6680726624932,-0.7347306548489613,-0.0440939376470185,-0.7354472493977712,0.2471410927598533
15443,PP,PP,GlcNAc,0.595620773,0.0,0.595620773,-95.38165156724392,-95.38165156724392,2605.0300383812646,-701.6177193137013,-4124.15408876552,3189.88327600666,1.7082373371805837,0.0228923513977414,1.7082373371805837,0.0228923513977414
1198,CF,PAg2,Alanine,975.3813272,3152.420165,338.0499534,-33.824096157596266,-19.88009041513544,741.1054852498066,4315.9873925711045,-271.77119564630624,13.794514649971838,-0.7747391645761742,0.0463737318058709,-0.6309041661015486,-0.2015744697433372
6167,PH,RP1,Mannose,1693.274265,17563.37694,801.8859545,-89.91332705256855,518.8673544789414,4229.791528385384,-4490.077254606668,-1384.776616013011,893.8952593094275,1.675692322398025,0.0107785747182994,-0.796280534436652,0.1132262738115668
7368,BI,BI,Pyruvate01,52.76208517,0.0,52.76208517,-34.15937573961355,-34.15937573961355,-3806.052493422824,-973.2049868701582,289.13287850378003,-91.69461650408572,-0.7807537139600523,0.0380225394363147,-0.7807537139600523,0.0380225394363147
3102,PAl,LA,Galactose,324.5312202,1874.617347,688.2578243,105.70481834026168,89.33411715837211,8198.217860856765,-3472.529591636279,1585.0405516719188,347.43177064176416,-0.5643511278633632,-0.250667083381068,-0.7710003090347234,0.0770753917642925
10254,PAg3,EA,Lactose,15.95450389,2265.106137,362.5836142,-4.51234571618204,-15.595426802458976,4030.8857189822543,-8472.949601319571,-1673.018014133581,822.9364983016548,-0.5989515583467925,-0.2484610553238693,-0.7286059140580324,0.2582533144674926
12346,PH,PR1,Pyruvate,4603.234597,13298.16644,3732.636905,68.1340783119042,81.26703349126069,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,1.675692322398025,0.0107785747182994,1.62148647467857,-0.002116133365859
13790,PR1,PR2,Glucose01,1014.577994,10570.15775,715.887703,92.48752557718024,75.34206981383329,-3498.5210735170613,-668.5771724619559,34.74663611455266,-476.3321488083415,1.62148647467857,-0.002116133365859,1.6398755564620169,0.0056531287404293
15030,SF1,PP,Pyruvate01,22.65085845,12040.1984,410.4593933,6.124615300519168,21.07331503187038,-3806.052493422824,-973.2049868701582,289.13287850378003,-91.69461650408572,-0.7354472493977712,0.2471410927598533,1.7082373371805837,0.0228923513977414
10209,PAg1,EA,Trehalose,1114.148365,3459.803524,396.5438662,284.16117304315463,215.3112392131593,2811.75714720898,-1159.308043177844,-3721.7069147277375,-1751.0798820505725,-0.6443154712889336,-0.2220118218825399,-0.7286059140580324,0.2582533144674926
12646,EL,PAr,Arabinogalactan,30.02015896,12113.08256,264.8860774,-15.920795392183775,15.42104811062734,-4581.420859279718,-1846.999838152701,319.7856159200177,-422.9077578641416,-0.7347306548489613,-0.0440939376470185,1.5779525775593926,-0.0142748062335358
6590,BI,SF1,Fumarate,33.21569788,1824.987984,-6.030823688,-50.28205252740885,-13.28696880779478,-1109.7987677274416,3536.582028637915,422.8306259242859,-922.8124517836892,-0.7807537139600523,0.0380225394363147,-0.7354472493977712,0.2471410927598533
7546,EA,BI,Raffinose,-0.61984822,2084.359726,7.328165576,-20.233022953789032,-47.088707722827166,-4940.437649331323,-2342.738629531002,181.70556618915427,-271.3795787270663,-0.7286059140580324,0.2582533144674926,-0.7807537139600523,0.0380225394363147
2767,CF,PAg3,Isoleucine,-8.448159848,2825.847139,11.119319,-48.59660526076016,-2.183164581069832,-1324.847017196924,4644.41825479104,-3265.222345649704,-1250.099393062326,-0.7747391645761742,0.0463737318058709,-0.5989515583467925,-0.2484610553238693
10832,PP,EA,Rhamnose,9.987147953,11320.55684,8.604368989,-84.99353256421568,-20.39353217726295,-4170.626376599495,-2666.583267557139,55.821384556513785,114.1443569589125,1.7082373371805837,0.0228923513977414,-0.7286059140580324,0.2582533144674926
4214,SF1,EL,Glycerol01,56.39789253,2083.086451,107.6965955,11.150225890105958,75.51539640773706,-2693.764801775901,-38.33286753751476,17.417784035200434,-505.83857085624544,-0.7354472493977712,0.2471410927598533,-0.7347306548489613,-0.0440939376470185
11232,BI,PK,Succinate,-1.610718881,19353.87779,3739.399274,-46.25036565765528,1292.322811487511,-492.129761316511,3883.979543166541,683.8780109038099,-547.0296480788238,-0.7807537139600523,0.0380225394363147,1.734465090778677,0.0343645341896359
1927,KA,PAg1,Fumarate,8.136974385,2955.263116,453.0155802,-11.27820118021998,145.20930544769814,-1109.7987677274416,3536.582028637915,422.8306259242859,-922.8124517836892,-0.7612583622572914,0.0598887978357191,-0.6443154712889336,-0.2220118218825399
4843,LA,RP2,Succinate,36.72364084,1346.779935,12.05444505,5.299866148688125,7.8647985346150335,-492.129761316511,3883.979543166541,683.8780109038099,-547.0296480788238,-0.7710003090347234,0.0770753917642925,-0.7928518257374005,0.1173580381058817
6753,EA,SF1,Cellobiose,519.8297984,1673.003795,-6.269152666,93.45911573757904,-14.556253540599528,-4540.841100752734,-2411.5148155820675,194.30540693002573,224.30168399432355,-0.7286059140580324,0.2582533144674926,-0.7354472493977712,0.2471410927598533
11698,PAg2,PR1,Pyruvate,994.957644,16113.17359,3732.636905,16.653606139226323,81.26703349126069,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,-0.6309041661015486,-0.2015744697433372,1.62148647467857,-0.002116133365859
8509,PH,KA,Pyruvate,4603.234597,17723.34851,575.07254,68.1340783119042,114.39200622729209,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,1.675692322398025,0.0107785747182994,-0.7612583622572914,0.0598887978357191
382,BI,PAl,Melezitose,-4.458431391,1913.567957,-1.779635627,-55.67961400593232,-30.740654699680928,-5011.342115777467,-2263.3790096722782,132.0093092392279,-402.5875347805217,-0.7807537139600523,0.0380225394363147,-0.5643511278633632,-0.250667083381068
2570,RP2,PAg3,Glutamine,56.98047925,1948.097629,1138.356511,18.953693623470485,21.222157985721992,675.2104018554141,5232.697271642289,-17.614236442801648,-502.4393323583622,-0.7928518257374005,0.1173580381058817,-0.5989515583467925,-0.2484610553238693
14355,KA,PH,Fumarate,8.136974385,17723.34851,3358.26005,-11.27820118021998,-33.23597444480072,-1109.7987677274416,3536.582028637915,422.8306259242859,-922.8124517836892,-0.7612583622572914,0.0598887978357191,1.675692322398025,0.0107785747182994
13908,PH,PR2,Galactose,2097.682882,11198.69026,644.8498676,-134.4774009582627,-138.21009380526618,8198.217860856765,-3472.529591636279,1585.0405516719188,347.43177064176416,1.675692322398025,0.0107785747182994,1.6398755564620169,0.0056531287404293
124,PAg3,PAl,Mannose,1065.251128,2513.886583,462.4562098,281.90914993220935,79.2026619371237,4229.791528385384,-4490.077254606668,-1384.776616013011,893.8952593094275,-0.5989515583467925,-0.2484610553238693,-0.5643511278633632,-0.250667083381068
11733,PAg1,PR1,GlcNAc,1504.710911,15112.85929,1387.707924,268.8716041071583,-97.51044932450668,2605.0300383812646,-701.6177193137013,-4124.15408876552,3189.88327600666,-0.6443154712889336,-0.2220118218825399,1.62148647467857,-0.002116133365859
11758,PAg1,PR1,Arabinogalactan,6.303480536,15112.85929,241.0238022,-50.41772998983902,-1.433585388073766,-4581.420859279718,-1846.999838152701,319.7856159200177,-422.9077578641416,-0.6443154712889336,-0.2220118218825399,1.62148647467857,-0.002116133365859
3833,PH,LA,Cellobiose,29.66117761,17906.13677,538.3965756,-168.18881902456815,263.66433611798686,-4540.841100752734,-2411.5148155820675,194.30540693002573,224.30168399432355,1.675692322398025,0.0107785747182994,-0.7710003090347234,0.0770753917642925
12933,EA,PAr,Succinate,244.2829916,12684.41527,2593.443927,-7.711269312079253,417.32390153072953,-492.129761316511,3883.979543166541,683.8780109038099,-547.0296480788238,-0.7286059140580324,0.2582533144674926,1.5779525775593926,-0.0142748062335358
15289,PR1,PP,Pyruvate,3732.636905,11808.90188,3550.99422,81.26703349126069,285.63430719797003,2948.202194327789,3875.839637567356,1373.0798365124526,312.5572073877007,1.62148647467857,-0.002116133365859,1.7082373371805837,0.0228923513977414
1892,BI,PAg1,Glycerol01,81.06792322,3147.001451,88.03408691,-2.2812403237628587,14.352782037452812,-2693.764801775901,-38.33286753751476,17.417784035200434,-505.83857085624544,-0.7807537139600523,0.0380225394363147,-0.6443154712889336,-0.2220118218825399
5367,PR2,RP2,Arginine,3188.556783,14929.86074,16.85060245,-58.70671283468244,8.126394743960532,-1129.935928584828,3502.6115764486026,-36.78411927863289,-1543.010452599992,1.6398755564620169,0.0056531287404293,-0.7928518257374005,0.1173580381058817
5040,BI,RP2,Glycerol,225.0470601,1274.718934,703.8481212,149.26565850131863,224.51947000242345,7432.507689247068,1108.0144049648736,-1882.1951300912435,-2786.313227145484,-0.7807537139600523,0.0380225394363147,-0.7928518257374005,0.1173580381058817
9846,EA,EC,GlcNAc,645.7641988,28711.03277,5976.153,221.5649141795437,272.51966425000006,2605.0300383812646,-701.6177193137013,-4124.15408876552,3189.88327600666,-0.7286059140580324,0.2582533144674926,-0.6435193071495694,-0.04782846145587
8881,RP1,CF,Maltose,687.9619787,2307.839796,1006.326765,413.0078100117497,-18.65649538836044,-4304.747933170012,-2670.2739647436097,135.29734897242852,85.30821748610386,-0.796280534436652,0.1132262738115668,-0.7747391645761742,0.0463737318058709
