"PCA,OHE,properties","OHE,properties","PCA,OHE",OHE,"PCA,properties",properties,PCA
0.88056394,0.680711872,0.87241029,0.680769653,0.817327195,0.657116649,
0.853009096,0.779689941,0.835494311,0.767183038,0.777158094,0.718625882,0.624012557
